DATE,TXS,FEE_PAYERS,DEX
2023-05-20,19533,1300,Orca
2023-05-20,6772,4528,Stepn
2023-05-20,114,28,Serum
2023-05-20,118,12,Aldrin
2023-05-20,83391,1,GooseFX
2023-05-20,37,3,Step Finance
2023-05-20,658400,142,Openbook
2023-05-20,258,4,Lifinity
2023-05-20,2,1,Invariant
2023-05-20,1704015,11699,Jupiter Aggregator
2023-05-20,113,6,Saber
2022-12-23,27,18,Mercurial
2022-12-23,2960,37,Aldrin
2022-12-23,37,3,Step Finance
2022-12-23,3424,680,Orca
2022-12-23,23428,925,Raydium
2022-12-23,88848,7248,Jupiter Aggregator
2022-12-23,332993,79,Openbook
2022-12-23,14064,9793,Stepn
2022-12-23,2,1,Mango Markets
2022-12-23,109,17,Saber
2022-12-23,85425,1,GooseFX
2022-12-23,117,7,Lifinity
2022-12-23,1253,146,Serum
2023-09-25T00:00:00.000Z,323322,5270,Jupiter Aggregator
2023-09-25T00:00:00.000Z,28264,848,Raydium
2023-09-25T00:00:00.000Z,266309,76,Openbook
2023-09-25T00:00:00.000Z,3455,4,Invariant
2023-09-25T00:00:00.000Z,95,3,Step Finance
2023-09-25T00:00:00.000Z,172,29,Serum
2023-09-25T00:00:00.000Z,79,3,Aldrin
2023-09-25T00:00:00.000Z,97529,1973,Orca
2023-09-25T00:00:00.000Z,111,6,Saber
2023-09-25T00:00:00.000Z,1590,5,Lifinity
2023-09-25T00:00:00.000Z,4524,3138,Stepn
2022-12-25,14901,1154,Orca
2022-12-25,15247,10813,Stepn
2022-12-25,98083,10490,Jupiter Aggregator
2022-12-25,41,3,Step Finance
2022-12-25,75,5,Lifinity
2022-12-25,85242,1,GooseFX
2022-12-25,1636,39,Aldrin
2022-12-25,793,143,Serum
2022-12-25,19,14,Mercurial
2022-12-25,57,15,Saber
2022-12-25,319711,77,Openbook
2022-12-25,25065,984,Raydium
2022-12-13,217135,7111,Jupiter Aggregator
2022-12-13,3,1,Cykura
2022-12-13,438225,85,Openbook
2022-12-13,138,3,Step Finance
2022-12-13,36,4,Invariant
2022-12-13,1542,204,Serum
2022-12-13,12276,8280,Stepn
2022-12-13,61,29,Mercurial
2022-12-13,3435,53,Aldrin
2022-12-13,6149,795,Orca
2022-12-13,14310,1058,Raydium
2022-12-13,4,2,Mango Markets
2022-12-13,84254,2,GooseFX
2022-12-13,236,25,Saber
2022-12-13,315,9,Lifinity
2023-06-20T00:00:00.000Z,229,1,GooseFX
2023-06-20T00:00:00.000Z,18,1,Invariant
2023-06-20T00:00:00.000Z,417062,101,Openbook
2023-06-20T00:00:00.000Z,62291,1300,Raydium
2023-06-20T00:00:00.000Z,6448,4465,Stepn
2023-06-20T00:00:00.000Z,64,2,Step Finance
2023-06-20T00:00:00.000Z,45532,795,Orca
2023-06-20T00:00:00.000Z,114,6,Saber
2023-06-20T00:00:00.000Z,2936738,6786,Jupiter Aggregator
2023-06-20T00:00:00.000Z,78,53,Serum
2023-06-20T00:00:00.000Z,353,5,Lifinity
2023-06-20T00:00:00.000Z,301,10,Aldrin
2023-01-05,431,6,Lifinity
2023-01-05,2872,44,Aldrin
2023-01-05,583970,40858,Jupiter Aggregator
2023-01-05,84729,1,GooseFX
2023-01-05,1511,577,Serum
2023-01-05,36,23,Mercurial
2023-01-05,54721,7861,Orca
2023-01-05,185,23,Saber
2023-01-05,81275,9712,Raydium
2023-01-05,930687,347,Openbook
2023-01-05,9768,6620,Stepn
2023-01-05,319,5,Step Finance
2022-12-21,77,7,Lifinity
2022-12-21,2998,44,Aldrin
2022-12-21,130480,7059,Jupiter Aggregator
2022-12-21,115,4,Step Finance
2022-12-21,123,20,Saber
2022-12-21,48,23,Mercurial
2022-12-21,1018,147,Serum
2022-12-21,345188,77,Openbook
2022-12-21,4583,756,Orca
2022-12-21,24547,996,Raydium
2022-12-21,15148,10671,Stepn
2022-12-21,5,2,Invariant
2022-12-21,81040,1,GooseFX
2023-03-29,2293463,170,Openbook
2023-03-29,30788,1326,Raydium
2023-03-29,1124,58,Serum
2023-03-29,8746,6103,Stepn
2023-03-29,84262,2,GooseFX
2023-03-29,1779,36,Aldrin
2023-03-29,319,11,Saber
2023-03-29,14300,862,Orca
2023-03-29,147,4,Step Finance
2023-03-29,11,1,Invariant
2023-03-29,1273115,8430,Jupiter Aggregator
2023-03-29,1703,5,Lifinity
2023-03-29,48,11,Mercurial
2023-06-05T00:00:00.000Z,1827,5,Lifinity
2023-06-05T00:00:00.000Z,76533,1002,Orca
2023-06-05T00:00:00.000Z,7156,4926,Stepn
2023-06-05T00:00:00.000Z,790,23,Serum
2023-06-05T00:00:00.000Z,301,10,Saber
2023-06-05T00:00:00.000Z,99,3,Step Finance
2023-06-05T00:00:00.000Z,96200,1785,Raydium
2023-06-05T00:00:00.000Z,2226908,7871,Jupiter Aggregator
2023-06-05T00:00:00.000Z,223,1,GooseFX
2023-06-05T00:00:00.000Z,5,5,Mercurial
2023-06-05T00:00:00.000Z,1,1,Mango Markets
2023-06-05T00:00:00.000Z,2656168,166,Openbook
2023-06-05T00:00:00.000Z,820,8,Aldrin
2023-06-05T00:00:00.000Z,1,1,Invariant
2023-07-17T00:00:00.000Z,3,2,Mango Markets
2023-07-17T00:00:00.000Z,7839,5350,Stepn
2023-07-17T00:00:00.000Z,62550,1391,Raydium
2023-07-17T00:00:00.000Z,60,2,Step Finance
2023-07-17T00:00:00.000Z,3,2,Mercurial
2023-07-17T00:00:00.000Z,415763,128,Openbook
2023-07-17T00:00:00.000Z,290,5,Aldrin
2023-07-17T00:00:00.000Z,231,4,Saber
2023-07-17T00:00:00.000Z,20,4,Invariant
2023-07-17T00:00:00.000Z,4064760,7735,Jupiter Aggregator
2023-07-17T00:00:00.000Z,88075,1432,Orca
2023-07-17T00:00:00.000Z,3681,3,Lifinity
2023-07-17T00:00:00.000Z,248,154,Serum
2022-11-28,5,1,Cykura
2022-11-28,14143,9575,Stepn
2022-11-28,502,5,Lifinity
2022-11-28,4130,252,Serum
2022-11-28,1,1,Invariant
2022-11-28,486440,83,Openbook
2022-11-28,361,27,Saber
2022-11-28,10,3,Mango Markets
2022-11-28,6828,815,Orca
2022-11-28,73,29,Mercurial
2022-11-28,17257,1290,Raydium
2022-11-28,83,3,Step Finance
2022-11-28,4669,61,Aldrin
2022-11-28,84789,1,GooseFX
2022-11-28,180768,8117,Jupiter Aggregator
2023-02-05,332,86,Serum
2023-02-05,3083,30,Aldrin
2023-02-05,15307,1451,Orca
2023-02-05,82693,1,GooseFX
2023-02-05,1,1,Invariant
2023-02-05,67,3,Step Finance
2023-02-05,92,4,Lifinity
2023-02-05,19,14,Mercurial
2023-02-05,112210,2887,Raydium
2023-02-05,1,1,Cykura
2023-02-05,57,12,Saber
2023-02-05,194626,11898,Jupiter Aggregator
2023-02-05,12026,8273,Stepn
2023-02-05,1124914,224,Openbook
2023-09-10T00:00:00.000Z,4,2,Mercurial
2023-09-10T00:00:00.000Z,170,6,Saber
2023-09-10T00:00:00.000Z,171968,75,Openbook
2023-09-10T00:00:00.000Z,86,4,Step Finance
2023-09-10T00:00:00.000Z,25610,1108,Raydium
2023-09-10T00:00:00.000Z,3538,1,Invariant
2023-09-10T00:00:00.000Z,49,14,Serum
2023-09-10T00:00:00.000Z,2119,3,Lifinity
2023-09-10T00:00:00.000Z,171,1,Aldrin
2023-09-10T00:00:00.000Z,143012,1694,Orca
2023-09-10T00:00:00.000Z,5696,3888,Stepn
2023-09-10T00:00:00.000Z,806950,5409,Jupiter Aggregator
2022-12-11,3516,213,Serum
2022-12-11,62,8,Lifinity
2022-12-11,68597,5797,Jupiter Aggregator
2022-12-11,5057,635,Orca
2022-12-11,79,22,Saber
2022-12-11,62,23,Mercurial
2022-12-11,85649,1,GooseFX
2022-12-11,1,1,Cykura
2022-12-11,3,2,Mango Markets
2022-12-11,30,3,Step Finance
2022-12-11,260714,86,Openbook
2022-12-11,13476,8975,Stepn
2022-12-11,3304,40,Aldrin
2022-12-11,9069,899,Raydium
2023-08-04T00:00:00.000Z,113,16,Saber
2023-08-04T00:00:00.000Z,102,86,Serum
2023-08-04T00:00:00.000Z,4,1,Mango Markets
2023-08-04T00:00:00.000Z,4843,3326,Stepn
2023-08-04T00:00:00.000Z,28441,1121,Raydium
2023-08-04T00:00:00.000Z,1778971,6565,Jupiter Aggregator
2023-08-04T00:00:00.000Z,2,1,Mercurial
2023-08-04T00:00:00.000Z,58,1,Aldrin
2023-08-04T00:00:00.000Z,275340,105,Openbook
2023-08-04T00:00:00.000Z,10,2,Invariant
2023-08-04T00:00:00.000Z,75,2,Lifinity
2023-08-04T00:00:00.000Z,22,3,Step Finance
2023-08-04T00:00:00.000Z,70675,1193,Orca
2023-02-21,33699,2013,Raydium
2023-02-21,11957,7867,Stepn
2023-02-21,403,4,Lifinity
2023-02-21,81469,1,GooseFX
2023-02-21,210421,11125,Jupiter Aggregator
2023-02-21,2667,42,Aldrin
2023-02-21,188,63,Serum
2023-02-21,1079854,255,Openbook
2023-02-21,40,19,Mercurial
2023-02-21,1,1,Cykura
2023-02-21,10,3,Invariant
2023-02-21,82,10,Saber
2023-02-21,18282,1404,Orca
2023-02-21,15,3,Step Finance
2023-08-28T00:00:00.000Z,138,9,Saber
2023-08-28T00:00:00.000Z,1,1,Mercurial
2023-08-28T00:00:00.000Z,1683,3,Lifinity
2023-08-28T00:00:00.000Z,28,3,Step Finance
2023-08-28T00:00:00.000Z,98,1,Aldrin
2023-08-28T00:00:00.000Z,17012,1078,Raydium
2023-08-28T00:00:00.000Z,50235,994,Orca
2023-08-28T00:00:00.000Z,403500,82,Openbook
2023-08-28T00:00:00.000Z,1991228,5394,Jupiter Aggregator
2023-08-28T00:00:00.000Z,4995,3437,Stepn
2023-08-28T00:00:00.000Z,341,4,Invariant
2023-08-28T00:00:00.000Z,118,47,Serum
2023-08-31T00:00:00.000Z,6061,4226,Stepn
2023-08-31T00:00:00.000Z,54,5,Saber
2023-08-31T00:00:00.000Z,333082,80,Openbook
2023-08-31T00:00:00.000Z,34370,1077,Orca
2023-08-31T00:00:00.000Z,109,19,Serum
2023-08-31T00:00:00.000Z,1890,5,Lifinity
2023-08-31T00:00:00.000Z,632,3,Invariant
2023-08-31T00:00:00.000Z,890381,5840,Jupiter Aggregator
2023-08-31T00:00:00.000Z,24021,976,Raydium
2023-08-31T00:00:00.000Z,72,2,Aldrin
2023-08-31T00:00:00.000Z,13,2,Mango Markets
2023-08-31T00:00:00.000Z,33,2,Step Finance
2023-09-11T00:00:00.000Z,297,23,Serum
2023-09-11T00:00:00.000Z,23617,975,Raydium
2023-09-11T00:00:00.000Z,2454,3,Lifinity
2023-09-11T00:00:00.000Z,433,9,Saber
2023-09-11T00:00:00.000Z,254,1,Aldrin
2023-09-11T00:00:00.000Z,7290,4728,Stepn
2023-09-11T00:00:00.000Z,943749,5654,Jupiter Aggregator
2023-09-11T00:00:00.000Z,2,1,Mango Markets
2023-09-11T00:00:00.000Z,294271,72,Openbook
2023-09-11T00:00:00.000Z,172893,1664,Orca
2023-09-11T00:00:00.000Z,140,3,Step Finance
2023-09-11T00:00:00.000Z,3136,2,Invariant
2023-02-12,727267,226,Openbook
2023-02-12,1,1,Invariant
2023-02-12,111,5,Lifinity
2023-02-12,76788,2210,Raydium
2023-02-12,139749,9794,Jupiter Aggregator
2023-02-12,22,16,Mercurial
2023-02-12,67,11,Saber
2023-02-12,82702,1,GooseFX
2023-02-12,10677,7235,Stepn
2023-02-12,2731,30,Aldrin
2023-02-12,15412,1139,Orca
2023-02-12,46,4,Step Finance
2023-02-12,203,59,Serum
2023-09-20T00:00:00.000Z,97,34,Serum
2023-09-20T00:00:00.000Z,282,7,Saber
2023-09-20T00:00:00.000Z,24166,1043,Raydium
2023-09-20T00:00:00.000Z,27,2,Step Finance
2023-09-20T00:00:00.000Z,4910,3350,Stepn
2023-09-20T00:00:00.000Z,303048,75,Openbook
2023-09-20T00:00:00.000Z,262414,3273,Orca
2023-09-20T00:00:00.000Z,1871,3,Lifinity
2023-09-20T00:00:00.000Z,747415,5520,Jupiter Aggregator
2023-09-20T00:00:00.000Z,3191,3,Invariant
2023-09-20T00:00:00.000Z,168,1,Aldrin
2023-09-20T00:00:00.000Z,9,1,Mango Markets
2023-02-07,477,76,Serum
2023-02-07,1,1,Cykura
2023-02-07,15433,1337,Orca
2023-02-07,174832,2929,Raydium
2023-02-07,62,3,Step Finance
2023-02-07,83,14,Saber
2023-02-07,21,13,Mercurial
2023-02-07,970755,239,Openbook
2023-02-07,2787,38,Aldrin
2023-02-07,83590,1,GooseFX
2023-02-07,10300,6878,Stepn
2023-02-07,190214,11713,Jupiter Aggregator
2023-02-07,104,5,Lifinity
2023-02-07,2,1,Invariant
2022-12-28,84973,1,GooseFX
2022-12-28,1,1,Mango Markets
2022-12-28,13985,1220,Orca
2022-12-28,67,27,Mercurial
2022-12-28,63,2,Invariant
2022-12-28,539046,124,Openbook
2022-12-28,31397,1206,Raydium
2022-12-28,16189,11335,Stepn
2022-12-28,319,26,Saber
2022-12-28,2479,39,Aldrin
2022-12-28,1540,466,Serum
2022-12-28,578,4,Lifinity
2022-12-28,67,4,Step Finance
2022-12-28,252144,12378,Jupiter Aggregator
2022-09-14,108926,10333,Jupiter Aggregator
2022-09-14,83366,2400,Raydium
2022-09-14,79,6,Cykura
2022-09-14,12899,1463,Orca
2022-09-14,5040,75,Aldrin
2022-09-14,834,10,Lifinity
2022-09-14,97,5,Step Finance
2022-09-14,66,23,Mercurial
2022-09-14,7580250,608,Serum
2022-09-14,260,27,Saber
2022-09-14,3325535,499,Mango Markets
2022-09-14,23842,15972,Stepn
2022-09-14,469,6,Invariant
2022-09-14,78526,4,GooseFX
2023-09-16T00:00:00.000Z,2871,2,Invariant
2023-09-16T00:00:00.000Z,282513,65,Openbook
2023-09-16T00:00:00.000Z,74,1,Aldrin
2023-09-16T00:00:00.000Z,118,2,Saber
2023-09-16T00:00:00.000Z,5451,3543,Stepn
2023-09-16T00:00:00.000Z,1692,2,Lifinity
2023-09-16T00:00:00.000Z,137735,1784,Orca
2023-09-16T00:00:00.000Z,133,27,Serum
2023-09-16T00:00:00.000Z,82,3,Step Finance
2023-09-16T00:00:00.000Z,733118,4853,Jupiter Aggregator
2023-09-16T00:00:00.000Z,14510,763,Raydium
2023-01-01,88,13,Saber
2023-01-01,84760,1,GooseFX
2023-01-01,428990,110,Openbook
2023-01-01,11308,7871,Stepn
2023-01-01,1354,22,Aldrin
2023-01-01,22,17,Mercurial
2023-01-01,27161,1071,Raydium
2023-01-01,14709,1789,Orca
2023-01-01,678,3,Step Finance
2023-01-01,143983,13388,Jupiter Aggregator
2023-01-01,1131,396,Serum
2023-01-01,154,3,Lifinity
2023-09-01T00:00:00.000Z,1,1,Mercurial
2023-09-01T00:00:00.000Z,121,7,Saber
2023-09-01T00:00:00.000Z,28667,973,Raydium
2023-09-01T00:00:00.000Z,299970,86,Openbook
2023-09-01T00:00:00.000Z,294,3,Step Finance
2023-09-01T00:00:00.000Z,46201,1099,Orca
2023-09-01T00:00:00.000Z,5061,3372,Stepn
2023-09-01T00:00:00.000Z,105,2,Aldrin
2023-09-01T00:00:00.000Z,2688,3,Invariant
2023-09-01T00:00:00.000Z,1862,3,Lifinity
2023-09-01T00:00:00.000Z,62,22,Serum
2023-09-01T00:00:00.000Z,722532,5300,Jupiter Aggregator
2023-02-23,102,52,Serum
2023-02-23,1,1,Cykura
2023-02-23,2607,31,Aldrin
2023-02-23,10,3,Step Finance
2023-02-23,4,1,Invariant
2023-02-23,1007564,227,Openbook
2023-02-23,557,7,Lifinity
2023-02-23,22901,2045,Raydium
2023-02-23,27,15,Mercurial
2023-02-23,61,11,Saber
2023-02-23,80534,1,GooseFX
2023-02-23,147781,10355,Jupiter Aggregator
2023-02-23,11690,1274,Orca
2023-02-23,11322,7625,Stepn
2023-06-25T00:00:00.000Z,140,6,Saber
2023-06-25T00:00:00.000Z,4,3,Mercurial
2023-06-25T00:00:00.000Z,44271,1064,Raydium
2023-06-25T00:00:00.000Z,2067715,8322,Jupiter Aggregator
2023-06-25T00:00:00.000Z,1,1,Invariant
2023-06-25T00:00:00.000Z,6333,4337,Stepn
2023-06-25T00:00:00.000Z,546,3,Lifinity
2023-06-25T00:00:00.000Z,40,3,Step Finance
2023-06-25T00:00:00.000Z,245,31,Serum
2023-06-25T00:00:00.000Z,236,1,GooseFX
2023-06-25T00:00:00.000Z,438905,78,Openbook
2023-06-25T00:00:00.000Z,350,11,Aldrin
2023-06-25T00:00:00.000Z,47945,745,Orca
2022-10-22,36,29,Mercurial
2022-10-22,81769,3,GooseFX
2022-10-22,41168,6577,Jupiter Aggregator
2022-10-22,183,27,Saber
2022-10-22,28,2,Invariant
2022-10-22,4426,58,Aldrin
2022-10-22,33209,1542,Raydium
2022-10-22,2323928,503,Serum
2022-10-22,5296,776,Orca
2022-10-22,20414,12871,Stepn
2022-10-22,21,4,Step Finance
2022-10-22,1577,7,Lifinity
2023-09-05T00:00:00.000Z,1004080,4708,Jupiter Aggregator
2023-09-05T00:00:00.000Z,3566,3,Invariant
2023-09-05T00:00:00.000Z,4645,3246,Stepn
2023-09-05T00:00:00.000Z,315,2,Aldrin
2023-09-05T00:00:00.000Z,2,2,Mercurial
2023-09-05T00:00:00.000Z,71,4,Step Finance
2023-09-05T00:00:00.000Z,95368,991,Orca
2023-09-05T00:00:00.000Z,2634,4,Lifinity
2023-09-05T00:00:00.000Z,46,20,Serum
2023-09-05T00:00:00.000Z,22542,1072,Raydium
2023-09-05T00:00:00.000Z,889,4,Saber
2023-09-05T00:00:00.000Z,303882,78,Openbook
2023-04-06,465330,155,Openbook
2023-04-06,1988,22,Aldrin
2023-04-06,8127,5439,Stepn
2023-04-06,84578,1,GooseFX
2023-04-06,1296,5,Lifinity
2023-04-06,3,1,Invariant
2023-04-06,12412,738,Orca
2023-04-06,7,6,Mercurial
2023-04-06,346,6,Saber
2023-04-06,1409486,7145,Jupiter Aggregator
2023-04-06,71,52,Serum
2023-04-06,20526,1222,Raydium
2023-04-06,676,5,Step Finance
2022-09-19,885,8,Lifinity
2022-09-19,5368,92,Aldrin
2022-09-19,79026,2592,Raydium
2022-09-19,2606962,526,Mango Markets
2022-09-19,80444,4,GooseFX
2022-09-19,9788674,631,Serum
2022-09-19,484,43,Saber
2022-09-19,509,5,Invariant
2022-09-19,136933,10907,Jupiter Aggregator
2022-09-19,166,40,Mercurial
2022-09-19,23628,15879,Stepn
2022-09-19,5,4,Crema
2022-09-19,85,6,Step Finance
2022-09-19,13567,1546,Orca
2022-09-19,15,4,Cykura
2023-05-22,83,34,Serum
2023-05-22,692698,132,Openbook
2023-05-22,230,4,Step Finance
2023-05-22,108,5,Saber
2023-05-22,2,1,Invariant
2023-05-22,540,4,Lifinity
2023-05-22,17434,1417,Orca
2023-05-22,82935,1,GooseFX
2023-05-22,1774514,20193,Jupiter Aggregator
2023-05-22,8470,5830,Stepn
2023-05-22,663,22,Aldrin
2023-05-22,16,6,Mercurial
2023-05-22,1,1,Mango Markets
2023-05-22,119352,2342,Raydium
2023-09-14T00:00:00.000Z,791113,5225,Jupiter Aggregator
2023-09-14T00:00:00.000Z,56,3,Step Finance
2023-09-14T00:00:00.000Z,3405,4,Invariant
2023-09-14T00:00:00.000Z,80,18,Serum
2023-09-14T00:00:00.000Z,2,2,Mercurial
2023-09-14T00:00:00.000Z,107,1,Aldrin
2023-09-14T00:00:00.000Z,180158,1982,Orca
2023-09-14T00:00:00.000Z,2154,3,Lifinity
2023-09-14T00:00:00.000Z,5336,3562,Stepn
2023-09-14T00:00:00.000Z,304411,88,Openbook
2023-09-14T00:00:00.000Z,95,7,Saber
2023-09-14T00:00:00.000Z,22804,973,Raydium
2023-08-23T00:00:00.000Z,69,2,Aldrin
2023-08-23T00:00:00.000Z,29631,1279,Raydium
2023-08-23T00:00:00.000Z,65346,1175,Orca
2023-08-23T00:00:00.000Z,40,2,Step Finance
2023-08-23T00:00:00.000Z,139,6,Saber
2023-08-23T00:00:00.000Z,2059,3,Lifinity
2023-08-23T00:00:00.000Z,72,32,Serum
2023-08-23T00:00:00.000Z,8,2,Invariant
2023-08-23T00:00:00.000Z,5107,3448,Stepn
2023-08-23T00:00:00.000Z,1235647,6065,Jupiter Aggregator
2023-08-23T00:00:00.000Z,404060,89,Openbook
2023-04-23,9009,6082,Stepn
2023-04-23,83909,1296,Raydium
2023-04-23,83881,1,GooseFX
2023-04-23,2230022,135,Openbook
2023-04-23,1958,27,Aldrin
2023-04-23,13,4,Mercurial
2023-04-23,1466,5,Lifinity
2023-04-23,12,2,Invariant
2023-04-23,229,6,Saber
2023-04-23,160,52,Serum
2023-04-23,1085422,10146,Jupiter Aggregator
2023-04-23,17134,1778,Orca
2023-04-23,1016,4,Step Finance
2023-01-12,22994,2136,Orca
2023-01-12,235,7,Lifinity
2023-01-12,8,2,Invariant
2023-01-12,3153,48,Aldrin
2023-01-12,47,2,Step Finance
2023-01-12,688741,319,Openbook
2023-01-12,501,186,Serum
2023-01-12,11125,7473,Stepn
2023-01-12,84635,1,GooseFX
2023-01-12,242990,22235,Jupiter Aggregator
2023-01-12,38,24,Mercurial
2023-01-12,1,1,Cykura
2023-01-12,79809,8763,Raydium
2023-01-12,135,17,Saber
2023-06-16T00:00:00.000Z,502,3,Lifinity
2023-06-16T00:00:00.000Z,415888,89,Openbook
2023-06-16T00:00:00.000Z,104891,832,Orca
2023-06-16T00:00:00.000Z,37,25,Serum
2023-06-16T00:00:00.000Z,3,2,Mercurial
2023-06-16T00:00:00.000Z,2,1,Invariant
2023-06-16T00:00:00.000Z,226,1,GooseFX
2023-06-16T00:00:00.000Z,150,3,Saber
2023-06-16T00:00:00.000Z,64378,1265,Raydium
2023-06-16T00:00:00.000Z,1751277,6561,Jupiter Aggregator
2023-06-16T00:00:00.000Z,6074,4066,Stepn
2023-06-16T00:00:00.000Z,421,8,Aldrin
2023-06-16T00:00:00.000Z,68,3,Step Finance
2023-04-25,8504,5770,Stepn
2023-04-25,19648,2187,Orca
2023-04-25,1180938,13855,Jupiter Aggregator
2023-04-25,1,1,Cykura
2023-04-25,4,2,Invariant
2023-04-25,365,36,Serum
2023-04-25,25,10,Mercurial
2023-04-25,1731061,163,Openbook
2023-04-25,1876,6,Lifinity
2023-04-25,123,8,Saber
2023-04-25,1577,18,Aldrin
2023-04-25,1502,4,Step Finance
2023-04-25,83119,2,GooseFX
2023-04-25,82658,1413,Raydium
2022-10-20,3357,10,Lifinity
2022-10-20,5,3,Cykura
2022-10-20,84029,4,GooseFX
2022-10-20,45516,1862,Raydium
2022-10-20,101,6,Step Finance
2022-10-20,7855,968,Orca
2022-10-20,37,25,Mercurial
2022-10-20,4453,67,Aldrin
2022-10-20,25494,16310,Stepn
2022-10-20,4216,3,Mango Markets
2022-10-20,114,11,Invariant
2022-10-20,8527946,615,Serum
2022-10-20,93721,8059,Jupiter Aggregator
2022-10-20,105,28,Saber
2023-04-09,108,38,Serum
2023-04-09,122,12,Saber
2023-04-09,44021,1103,Raydium
2023-04-09,3008,5,Step Finance
2023-04-09,490394,138,Openbook
2023-04-09,10077,724,Orca
2023-04-09,11,6,Mercurial
2023-04-09,2,1,Invariant
2023-04-09,668080,7015,Jupiter Aggregator
2023-04-09,84149,1,GooseFX
2023-04-09,12776,8431,Stepn
2023-04-09,1955,18,Aldrin
2023-04-09,1035,6,Lifinity
2022-12-15,84747,1,GooseFX
2022-12-15,6,2,Invariant
2022-12-15,12083,8320,Stepn
2022-12-15,221,6,Lifinity
2022-12-15,407973,74,Openbook
2022-12-15,1,1,Mango Markets
2022-12-15,78,3,Cykura
2022-12-15,31,24,Mercurial
2022-12-15,110,4,Step Finance
2022-12-15,134386,6676,Jupiter Aggregator
2022-12-15,3369,47,Aldrin
2022-12-15,4843,721,Orca
2022-12-15,1150,186,Serum
2022-12-15,155,19,Saber
2022-12-15,12422,1034,Raydium
2023-07-27T00:00:00.000Z,1233,3,Lifinity
2023-07-27T00:00:00.000Z,84005,1020,Orca
2023-07-27T00:00:00.000Z,5184,3612,Stepn
2023-07-27T00:00:00.000Z,198,1,Aldrin
2023-07-27T00:00:00.000Z,2,2,Mercurial
2023-07-27T00:00:00.000Z,32178,1189,Raydium
2023-07-27T00:00:00.000Z,2234878,6787,Jupiter Aggregator
2023-07-27T00:00:00.000Z,195,8,Saber
2023-07-27T00:00:00.000Z,9,1,Invariant
2023-07-27T00:00:00.000Z,311006,102,Openbook
2023-07-27T00:00:00.000Z,97,23,Serum
2023-07-27T00:00:00.000Z,76,3,Step Finance
2023-08-14T00:00:00.000Z,66256,1193,Orca
2023-08-14T00:00:00.000Z,322,3,Step Finance
2023-08-14T00:00:00.000Z,22818,1379,Raydium
2023-08-14T00:00:00.000Z,204,83,Serum
2023-08-14T00:00:00.000Z,5,2,Invariant
2023-08-14T00:00:00.000Z,114,9,Saber
2023-08-14T00:00:00.000Z,307620,104,Openbook
2023-08-14T00:00:00.000Z,117,1,Aldrin
2023-08-14T00:00:00.000Z,6,1,Mango Markets
2023-08-14T00:00:00.000Z,1158739,6386,Jupiter Aggregator
2023-08-14T00:00:00.000Z,5212,3506,Stepn
2023-08-14T00:00:00.000Z,1819,4,Lifinity
2022-09-15,4550301,562,Serum
2022-09-15,18740,12990,Stepn
2022-09-15,5060,91,Aldrin
2022-09-15,2,2,Crema
2022-09-15,160,22,Mercurial
2022-09-15,3130239,515,Mango Markets
2022-09-15,68,5,Step Finance
2022-09-15,71365,4,GooseFX
2022-09-15,121307,9053,Jupiter Aggregator
2022-09-15,1173,5,Lifinity
2022-09-15,68664,2053,Raydium
2022-09-15,267,33,Saber
2022-09-15,12110,1318,Orca
2022-09-15,84,2,Cykura
2022-09-15,423,4,Invariant
2022-09-30,1,1,Cykura
2022-09-30,2289800,488,Mango Markets
2022-09-30,55143,2205,Raydium
2022-09-30,12541,1365,Orca
2022-09-30,135,110,Crema
2022-09-30,7878378,538,Serum
2022-09-30,149,4,Step Finance
2022-09-30,73954,9,GooseFX
2022-09-30,67,26,Mercurial
2022-09-30,1208,7,Lifinity
2022-09-30,87857,8840,Jupiter Aggregator
2022-09-30,286,2,Invariant
2022-09-30,339,28,Saber
2022-09-30,4531,84,Aldrin
2022-09-30,33582,19558,Stepn
2022-11-25,11,3,Step Finance
2022-11-25,1,1,Cykura
2022-11-25,6213,754,Orca
2022-11-25,449116,63,Openbook
2022-11-25,13149,8820,Stepn
2022-11-25,36,21,Mercurial
2022-11-25,4158,262,Serum
2022-11-25,4165,50,Aldrin
2022-11-25,17261,1049,Raydium
2022-11-25,228901,6810,Jupiter Aggregator
2022-11-25,7,2,Invariant
2022-11-25,362,7,Lifinity
2022-11-25,272,17,Saber
2022-11-25,84966,1,GooseFX
2023-05-28,1913241,15010,Jupiter Aggregator
2023-05-28,1,1,Mercurial
2023-05-28,1,1,Cykura
2023-05-28,84214,1,GooseFX
2023-05-28,40985,1210,Orca
2023-05-28,898,4,Lifinity
2023-05-28,142200,2119,Raydium
2023-05-28,198,4,Step Finance
2023-05-28,458878,138,Openbook
2023-05-28,6969,4739,Stepn
2023-05-28,754,12,Aldrin
2023-05-28,191,9,Saber
2023-05-28,135,53,Serum
2023-02-06,13029,1292,Orca
2023-02-06,166524,2696,Raydium
2023-02-06,3,1,Invariant
2023-02-06,154319,11440,Jupiter Aggregator
2023-02-06,57,17,Saber
2023-02-06,74,3,Lifinity
2023-02-06,21,18,Mercurial
2023-02-06,33,3,Step Finance
2023-02-06,82728,1,GooseFX
2023-02-06,2801,29,Aldrin
2023-02-06,10323,7063,Stepn
2023-02-06,1113848,196,Openbook
2023-02-06,359,84,Serum
2023-03-28,84700,1,GooseFX
