DATE,TXS,FEE_PAYERS,DEX
2023-08-26T00:00:00.000Z,1,1,Mercurial
2023-08-26T00:00:00.000Z,144,1,Aldrin
2023-08-26T00:00:00.000Z,4786,3290,Stepn
2023-08-26T00:00:00.000Z,380481,77,Openbook
2023-08-26T00:00:00.000Z,14841,1018,Raydium
2023-08-26T00:00:00.000Z,2,2,Step Finance
2023-08-26T00:00:00.000Z,39982,1036,Orca
2023-08-26T00:00:00.000Z,59,23,Serum
2023-08-20T00:00:00.000Z,44713,1281,Orca
2023-08-20T00:00:00.000Z,81,1,Aldrin
2023-08-20T00:00:00.000Z,215,50,Serum
2023-08-20T00:00:00.000Z,9885,835,Raydium
2023-08-20T00:00:00.000Z,634971,5969,Jupiter Aggregator
2023-08-20T00:00:00.000Z,79,9,Saber
2023-08-20T00:00:00.000Z,5298,3601,Stepn
2023-08-20T00:00:00.000Z,1,1,Mango Markets
2023-08-20T00:00:00.000Z,35,2,Step Finance
2023-08-20T00:00:00.000Z,1761,4,Lifinity
2023-08-20T00:00:00.000Z,1196996,83,Openbook
2023-08-20T00:00:00.000Z,2,2,Mercurial
2023-06-15T00:00:00.000Z,153354,866,Orca
2023-06-15T00:00:00.000Z,507,11,Aldrin
2023-06-15T00:00:00.000Z,38,2,Step Finance
2023-06-15T00:00:00.000Z,13,1,Invariant
2023-06-15T00:00:00.000Z,434,4,Lifinity
2023-06-15T00:00:00.000Z,193,4,Saber
2023-06-15T00:00:00.000Z,428731,80,Openbook
2023-06-15T00:00:00.000Z,2207907,6546,Jupiter Aggregator
2023-06-15T00:00:00.000Z,4,3,Mercurial
2023-06-15T00:00:00.000Z,76157,1319,Raydium
2023-06-15T00:00:00.000Z,49,13,Serum
2023-06-15T00:00:00.000Z,229,1,GooseFX
2023-06-15T00:00:00.000Z,1,1,Mango Markets
2023-06-15T00:00:00.000Z,6612,4427,Stepn
2023-07-02T00:00:00.000Z,61,3,Step Finance
2023-07-02T00:00:00.000Z,10,2,Invariant
2023-07-02T00:00:00.000Z,4,2,Mercurial
2023-07-02T00:00:00.000Z,3637895,6390,Jupiter Aggregator
2023-07-02T00:00:00.000Z,33553,1205,Raydium
2023-07-02T00:00:00.000Z,80898,792,Orca
2023-07-02T00:00:00.000Z,6604,4669,Stepn
2023-07-02T00:00:00.000Z,2,1,Cykura
2023-07-02T00:00:00.000Z,763,3,Lifinity
2023-07-02T00:00:00.000Z,80,16,Serum
2023-07-02T00:00:00.000Z,219,9,Saber
2023-07-02T00:00:00.000Z,309,7,Aldrin
2023-07-02T00:00:00.000Z,231,1,GooseFX
2023-07-02T00:00:00.000Z,360471,78,Openbook
2023-08-03T00:00:00.000Z,1822151,6804,Jupiter Aggregator
2023-08-03T00:00:00.000Z,1,1,Cykura
2023-08-03T00:00:00.000Z,2,1,Mercurial
2023-08-03T00:00:00.000Z,5151,3433,Stepn
2023-08-03T00:00:00.000Z,153,12,Saber
2023-08-03T00:00:00.000Z,209,132,Serum
2023-08-03T00:00:00.000Z,3,1,Mango Markets
2023-08-03T00:00:00.000Z,23218,1127,Raydium
2023-08-03T00:00:00.000Z,27,2,Step Finance
2023-08-03T00:00:00.000Z,63699,981,Orca
2023-08-03T00:00:00.000Z,266,4,Lifinity
2023-08-03T00:00:00.000Z,177,1,Aldrin
2023-08-03T00:00:00.000Z,285458,108,Openbook
2023-01-29,7,2,Invariant
2023-01-29,256,122,Serum
2023-01-29,26,22,Mercurial
2023-01-29,82,19,Saber
2023-01-29,261460,14587,Jupiter Aggregator
2023-01-29,3078,44,Aldrin
2023-01-29,3,1,Mango Markets
2023-01-29,107,7,Lifinity
2023-01-29,54,3,Step Finance
2023-01-29,150058,4194,Raydium
2023-01-29,81542,1,GooseFX
2023-01-29,961991,374,Openbook
2023-01-29,12207,8174,Stepn
2023-01-29,16140,1525,Orca
2023-08-29T00:00:00.000Z,89,1,Aldrin
2023-08-29T00:00:00.000Z,53664,1104,Orca
2023-08-29T00:00:00.000Z,22007,1111,Raydium
2023-08-29T00:00:00.000Z,1877204,5792,Jupiter Aggregator
2023-08-29T00:00:00.000Z,65,2,Step Finance
2023-08-29T00:00:00.000Z,598,5,Invariant
2023-08-29T00:00:00.000Z,94,5,Saber
2023-08-29T00:00:00.000Z,2197,3,Lifinity
2023-08-29T00:00:00.000Z,404906,93,Openbook
2023-08-29T00:00:00.000Z,22,3,Mango Markets
2023-08-29T00:00:00.000Z,5486,3739,Stepn
2023-08-29T00:00:00.000Z,283,17,Serum
2022-12-20,153427,7978,Jupiter Aggregator
2022-12-20,67,4,Step Finance
2022-12-20,1709,178,Serum
2022-12-20,25619,1119,Raydium
2022-12-20,4719,745,Orca
2022-12-20,1,1,Cykura
2022-12-20,16140,11284,Stepn
2022-12-20,422067,86,Openbook
2022-12-20,31,23,Mercurial
2022-12-20,5,2,Mango Markets
2022-12-20,256,9,Lifinity
2022-12-20,84793,1,GooseFX
2022-12-20,164,19,Saber
2022-12-20,2,1,Invariant
2022-12-20,3253,57,Aldrin
2023-05-13,11,4,Mercurial
2023-05-13,2,2,Mango Markets
2023-05-13,697365,1344,Orca
2023-05-13,1424,4,Lifinity
2023-05-13,173,8,Saber
2023-05-13,7148,4769,Stepn
2023-05-13,818,4,Step Finance
2023-05-13,995010,3925,Raydium
2023-05-13,1791,22,Aldrin
2023-05-13,228,1,GooseFX
2023-05-13,1010062,212,Openbook
2023-05-13,59,22,Serum
2023-05-13,3,1,Invariant
2023-05-13,3300376,12810,Jupiter Aggregator
2022-12-02,153,25,Saber
2022-12-02,13051,1125,Raydium
2022-12-02,72,3,Step Finance
2022-12-02,85876,1,GooseFX
2022-12-02,190,8,Lifinity
2022-12-02,103506,6644,Jupiter Aggregator
2022-12-02,5651,710,Orca
2022-12-02,10,2,Invariant
2022-12-02,32,20,Mercurial
2022-12-02,12465,8290,Stepn
2022-12-02,361949,83,Openbook
2022-12-02,3246,245,Serum
2022-12-02,897,59,Aldrin
2022-12-02,7,2,Mango Markets
2023-01-10,130,14,Saber
2023-01-10,812344,288,Openbook
2023-01-10,7,3,Invariant
2023-01-10,302274,25562,Jupiter Aggregator
2023-01-10,10380,6995,Stepn
2023-01-10,5,1,Cykura
2023-01-10,13,2,Step Finance
2023-01-10,86987,8976,Raydium
2023-01-10,45,25,Mercurial
2023-01-10,82904,2,GooseFX
2023-01-10,22598,2487,Orca
2023-01-10,3109,44,Aldrin
2023-01-10,605,258,Serum
2023-01-10,210,5,Lifinity
2023-01-16,263,27,Saber
2023-01-16,532526,20168,Jupiter Aggregator
2023-01-16,83189,1,GooseFX
2023-01-16,17,13,Mercurial
2023-01-16,12271,8245,Stepn
2023-01-16,362,6,Lifinity
2023-01-16,25045,1839,Orca
2023-01-16,347063,356,Openbook
2023-01-16,83218,6575,Raydium
2023-01-16,303,4,Step Finance
2023-01-16,3400,44,Aldrin
2023-01-16,498,172,Serum
2023-01-16,12,3,Invariant
2023-03-17,90,25,Serum
2023-03-17,382,10,Saber
2023-03-17,199,3,Step Finance
2023-03-17,37971,1597,Raydium
2023-03-17,5120,4,Lifinity
2023-03-17,4820885,9150,Jupiter Aggregator
2023-03-17,708292,175,Openbook
2023-03-17,2176,34,Aldrin
2023-03-17,9,8,Mercurial
2023-03-17,83002,2,GooseFX
2023-03-17,17833,1098,Orca
2023-03-17,11283,7173,Stepn
2022-12-16,3421,44,Aldrin
2022-12-16,255,23,Saber
2022-12-16,48,32,Mercurial
2022-12-16,1362,178,Serum
2022-12-16,158215,7633,Jupiter Aggregator
2022-12-16,84825,3,GooseFX
2022-12-16,1,1,Mango Markets
2022-12-16,111,3,Step Finance
2022-12-16,19,6,Invariant
2022-12-16,24883,1525,Raydium
2022-12-16,19042,12264,Stepn
2022-12-16,448,4,Lifinity
2022-12-16,6403,886,Orca
2022-12-16,491178,104,Openbook
2022-10-28,3006,10,Lifinity
2022-10-28,113,38,Saber
2022-10-28,84808,7245,Jupiter Aggregator
2022-10-28,1,1,Cykura
2022-10-28,84742,10,GooseFX
2022-10-28,22,2,Mango Markets
2022-10-28,4800,59,Aldrin
2022-10-28,25,19,Mercurial
2022-10-28,15183,910,Orca
2022-10-28,21,5,Step Finance
2022-10-28,158,4,Invariant
2022-10-28,17872,11574,Stepn
2022-10-28,46177,1606,Raydium
2022-10-28,4771090,602,Serum
2023-08-09T00:00:00.000Z,1630,5,Lifinity
2023-08-09T00:00:00.000Z,180,7,Saber
2023-08-09T00:00:00.000Z,17638,1238,Raydium
2023-08-09T00:00:00.000Z,1583985,6516,Jupiter Aggregator
2023-08-09T00:00:00.000Z,114,1,Aldrin
2023-08-09T00:00:00.000Z,270611,137,Openbook
2023-08-09T00:00:00.000Z,71788,1283,Orca
2023-08-09T00:00:00.000Z,13,3,Step Finance
2023-08-09T00:00:00.000Z,3,1,Mango Markets
2023-08-09T00:00:00.000Z,15,6,Invariant
2023-08-09T00:00:00.000Z,75,26,Serum
2023-08-09T00:00:00.000Z,5474,3529,Stepn
2023-08-10T00:00:00.000Z,3,2,Mercurial
2023-08-10T00:00:00.000Z,6137,4042,Stepn
2023-08-10T00:00:00.000Z,218,98,Serum
2023-08-10T00:00:00.000Z,1119085,7768,Jupiter Aggregator
2023-08-10T00:00:00.000Z,51772,1168,Orca
2023-08-10T00:00:00.000Z,260953,121,Openbook
2023-08-10T00:00:00.000Z,26073,1307,Raydium
2023-08-10T00:00:00.000Z,535,4,Lifinity
2023-08-10T00:00:00.000Z,141,4,Step Finance
2023-08-10T00:00:00.000Z,151,2,Aldrin
2023-08-10T00:00:00.000Z,1,1,Mango Markets
2023-08-10T00:00:00.000Z,92,8,Saber
2023-08-10T00:00:00.000Z,6,2,Invariant
2023-03-23,2049,31,Aldrin
2023-03-23,10,8,Mercurial
2023-03-23,54,41,Serum
2023-03-23,2238847,171,Openbook
2023-03-23,3319,9,Lifinity
2023-03-23,12821,985,Orca
2023-03-23,84151,2,GooseFX
2023-03-23,4,2,Mango Markets
2023-03-23,2872953,8736,Jupiter Aggregator
2023-03-23,335,9,Saber
2023-03-23,7,1,Invariant
2023-03-23,782,4,Step Finance
2023-03-23,9342,6146,Stepn
2023-03-23,56668,1424,Raydium
2022-10-25,169,41,Saber
2022-10-25,55,34,Mercurial
2022-10-25,111208,8633,Jupiter Aggregator
2022-10-25,84217,4,GooseFX
2022-10-25,20850,13238,Stepn
2022-10-25,27,1,Mango Markets
2022-10-25,1,1,Cykura
2022-10-25,4500,9,Lifinity
2022-10-25,48,4,Step Finance
2022-10-25,5054,74,Aldrin
2022-10-25,14074,1148,Orca
2022-10-25,47521,1985,Raydium
2022-10-25,527,2,Invariant
2022-10-25,5003966,607,Serum
2023-08-25T00:00:00.000Z,5023,3399,Stepn
2023-08-25T00:00:00.000Z,67,4,Saber
2023-08-25T00:00:00.000Z,51462,1041,Orca
2023-08-25T00:00:00.000Z,403436,87,Openbook
2023-08-25T00:00:00.000Z,85,3,Invariant
2023-08-25T00:00:00.000Z,184,67,Serum
2023-08-25T00:00:00.000Z,1,1,Mercurial
2023-08-25T00:00:00.000Z,91,2,Aldrin
2023-08-25T00:00:00.000Z,1278885,5640,Jupiter Aggregator
2023-08-25T00:00:00.000Z,15123,1067,Raydium
2023-08-25T00:00:00.000Z,29,2,Step Finance
2023-08-25T00:00:00.000Z,1873,5,Lifinity
2022-09-27,960,8,Lifinity
2022-09-27,37927,22981,Stepn
2022-09-27,435,37,Saber
2022-09-27,3664556,543,Mango Markets
2022-09-27,204,32,Mercurial
2022-09-27,15763,1522,Orca
2022-09-27,146,6,Step Finance
2022-09-27,548,6,Invariant
2022-09-27,82425,12,GooseFX
2022-09-27,77930,2565,Raydium
2022-09-27,59,6,Cykura
2022-09-27,5605,85,Aldrin
2022-09-27,129271,10495,Jupiter Aggregator
2022-09-27,5639249,551,Serum
2022-09-27,1,1,Crema
2023-08-19T00:00:00.000Z,14787,873,Raydium
2023-08-19T00:00:00.000Z,2228,6,Lifinity
2023-08-19T00:00:00.000Z,47832,1204,Orca
2023-08-19T00:00:00.000Z,138,6,Saber
2023-08-19T00:00:00.000Z,322,1,Aldrin
2023-08-19T00:00:00.000Z,2,1,Mercurial
2023-08-19T00:00:00.000Z,60,3,Step Finance
2023-08-19T00:00:00.000Z,713367,6296,Jupiter Aggregator
2023-08-19T00:00:00.000Z,13,3,Invariant
2023-08-19T00:00:00.000Z,510145,82,Openbook
2023-08-19T00:00:00.000Z,101,19,Serum
2023-08-19T00:00:00.000Z,5186,3433,Stepn
2023-06-26T00:00:00.000Z,1040,4,Lifinity
2023-06-26T00:00:00.000Z,3,3,Mercurial
2023-06-26T00:00:00.000Z,1895580,16090,Jupiter Aggregator
2023-06-26T00:00:00.000Z,1,1,Cykura
2023-06-26T00:00:00.000Z,237,1,GooseFX
2023-06-26T00:00:00.000Z,230,7,Saber
2023-06-26T00:00:00.000Z,249,3,Step Finance
2023-06-26T00:00:00.000Z,10,1,Invariant
2023-06-26T00:00:00.000Z,1,1,Mango Markets
2023-06-26T00:00:00.000Z,401953,88,Openbook
2023-06-26T00:00:00.000Z,26944,1103,Raydium
2023-06-26T00:00:00.000Z,392,6,Aldrin
2023-06-26T00:00:00.000Z,141,28,Serum
2023-06-26T00:00:00.000Z,5930,3998,Stepn
2023-06-26T00:00:00.000Z,58410,798,Orca
2023-04-18,6860,4778,Stepn
2023-04-18,3,2,Mango Markets
2023-04-18,28,13,Mercurial
2023-04-18,1202,19,Aldrin
2023-04-18,3139310,159,Openbook
2023-04-18,299,8,Saber
2023-04-18,85517,1699,Raydium
2023-04-18,1223756,9555,Jupiter Aggregator
2023-04-18,63950,1,GooseFX
2023-04-18,15863,1264,Orca
2023-04-18,4,2,Invariant
2023-04-18,1466,6,Lifinity
2023-04-18,190,4,Step Finance
2023-04-18,247,37,Serum
2022-11-16,12162,639,Serum
2022-11-16,165874,7776,Jupiter Aggregator
2022-11-16,1,1,Mango Markets
2022-11-16,10489,1601,Raydium
2022-11-16,421,33,Saber
2022-11-16,11110,1009,Orca
2022-11-16,37,28,Mercurial
2022-11-16,53,4,Step Finance
2022-11-16,9,2,Invariant
2022-11-16,889,6,Lifinity
2022-11-16,391723,37,Openbook
2022-11-16,82905,1,GooseFX
2022-11-16,4666,77,Aldrin
2022-11-16,16666,11224,Stepn
2022-11-16,1,1,Cykura
2023-06-29T00:00:00.000Z,997,7,Aldrin
2023-06-29T00:00:00.000Z,11,2,Invariant
2023-06-29T00:00:00.000Z,3189169,7213,Jupiter Aggregator
2023-06-29T00:00:00.000Z,4,1,Mango Markets
2023-06-29T00:00:00.000Z,232,1,GooseFX
2023-06-29T00:00:00.000Z,167,3,Step Finance
2023-06-29T00:00:00.000Z,81,26,Serum
2023-06-29T00:00:00.000Z,2,1,Cykura
2023-06-29T00:00:00.000Z,516,5,Saber
2023-06-29T00:00:00.000Z,83722,1239,Raydium
2023-06-29T00:00:00.000Z,1238,3,Lifinity
2023-06-29T00:00:00.000Z,93716,947,Orca
2023-06-29T00:00:00.000Z,5854,3898,Stepn
2023-06-29T00:00:00.000Z,412086,95,Openbook
2023-06-04T00:00:00.000Z,1036,8,Aldrin
2023-06-04T00:00:00.000Z,224,5,Saber
2023-06-04T00:00:00.000Z,73778,1684,Raydium
2023-06-04T00:00:00.000Z,868,4,Step Finance
2023-06-04T00:00:00.000Z,106,19,Serum
2023-06-04T00:00:00.000Z,3,3,Mercurial
2023-06-04T00:00:00.000Z,4,1,Mango Markets
2023-06-04T00:00:00.000Z,1185695,7781,Jupiter Aggregator
2023-06-04T00:00:00.000Z,76705,1108,Orca
2023-06-04T00:00:00.000Z,228,1,GooseFX
2023-06-04T00:00:00.000Z,1494737,109,Openbook
2023-06-04T00:00:00.000Z,10380,7495,Stepn
2023-06-04T00:00:00.000Z,1087,4,Lifinity
2023-01-09,1033769,380,Openbook
2023-01-09,15036,9853,Stepn
2023-01-09,84415,1,GooseFX
2023-01-09,427976,31135,Jupiter Aggregator
2023-01-09,96,5,Step Finance
2023-01-09,556,9,Lifinity
2023-01-09,2740,60,Aldrin
2023-01-09,797,281,Serum
2023-01-09,3,1,Cykura
2023-01-09,244,14,Saber
2023-01-09,11,2,Invariant
2023-01-09,50,31,Mercurial
2023-01-09,112400,14678,Raydium
2023-01-09,29954,3254,Orca
2022-11-06,17387,1377,Orca
2022-11-06,144168,9279,Jupiter Aggregator
2022-11-06,5128,77,Aldrin
2022-11-06,4416905,790,Serum
2022-11-06,30,3,Mango Markets
2022-11-06,61723,1837,Raydium
2022-11-06,352,5,Invariant
2022-11-06,43,26,Mercurial
2022-11-06,180,31,Saber
2022-11-06,36666,26434,Stepn
2022-11-06,77714,5,GooseFX
2022-11-06,3422,21,Lifinity
2022-11-06,20,3,Step Finance
2023-02-28,121437,10405,Jupiter Aggregator
2023-02-28,11827,1192,Orca
2023-02-28,55,11,Saber
2023-02-28,116,54,Serum
2023-02-28,82162,1,GooseFX
2023-02-28,26073,2031,Raydium
2023-02-28,2,1,Invariant
2023-02-28,18,3,Step Finance
2023-02-28,2764,32,Aldrin
2023-02-28,11763,7836,Stepn
2023-02-28,1025597,213,Openbook
2023-02-28,484,6,Lifinity
2023-02-28,10,8,Mercurial
2023-01-14,3,2,Cykura
2023-01-14,77730,1,GooseFX
2023-01-14,1190,270,Serum
2023-01-14,23810,14675,Stepn
2023-01-14,3840,62,Aldrin
2023-01-14,699119,26020,Jupiter Aggregator
2023-01-14,35993,2648,Orca
2023-01-14,139,4,Step Finance
2023-01-14,425,7,Lifinity
2023-01-14,81,44,Mercurial
2023-01-14,82342,8040,Raydium
2023-01-14,286,28,Saber
2023-01-14,17,1,Invariant
2023-01-14,786486,324,Openbook
2023-05-27,483,4,Lifinity
2023-05-27,198,7,Saber
2023-05-27,162,61,Serum
2023-05-27,11,2,Mango Markets
2023-05-27,1983821,14568,Jupiter Aggregator
2023-05-27,965146,128,Openbook
2023-05-27,32366,1131,Orca
2023-05-27,8,3,Mercurial
2023-05-27,83416,1,GooseFX
2023-05-27,79507,1882,Raydium
2023-05-27,6429,4291,Stepn
2023-05-27,570,18,Aldrin
2023-05-27,985,4,Step Finance
2023-05-24,1905,5,Step Finance
2023-05-24,1,1,Invariant
2023-05-24,2796170,13334,Jupiter Aggregator
2023-05-24,1945,6,Lifinity
2023-05-24,47827,1516,Orca
2023-05-24,1545210,168,Openbook
2023-05-24,520,46,Serum
2023-05-24,1504,15,Aldrin
2023-05-24,80496,1,GooseFX
2023-05-24,5,2,Mercurial
2023-05-24,749,7,Saber
2023-05-24,7444,4986,Stepn
2023-05-24,103196,2323,Raydium
2022-12-10,85510,1,GooseFX
2022-12-10,1,1,Cykura
2022-12-10,3263,41,Aldrin
2022-12-10,34,6,Lifinity
2022-12-10,21,3,Mango Markets
2022-12-10,4094,623,Orca
2022-12-10,31,20,Mercurial
2022-12-10,261690,62,Openbook
2022-12-10,12218,8151,Stepn
2022-12-10,8567,882,Raydium
2022-12-10,2,1,Invariant
2022-12-10,1352,245,Serum
2022-12-10,51156,5608,Jupiter Aggregator
2022-12-10,79,4,Step Finance
2022-12-10,74,26,Saber
2023-05-04,1904,24,Aldrin
2023-05-04,215,7,Saber
2023-05-04,7390,4842,Stepn
2023-05-04,1847,5,Lifinity
2023-05-04,1216108,20627,Jupiter Aggregator
2023-05-04,12,4,Mercurial
2023-05-04,1904185,201,Openbook
2023-05-04,13403,1614,Orca
2023-05-04,53,13,Invariant
2023-05-04,206,38,Serum
2023-05-04,1545,4,Step Finance
2023-05-04,134444,5200,Raydium
2023-05-04,83360,1,GooseFX
2022-10-02,100,8,Step Finance
2022-10-02,2437260,321,Mango Markets
2022-10-02,146,31,Saber
2022-10-02,82084,3,GooseFX
2022-10-02,31,22,Mercurial
2022-10-02,32226,19367,Stepn
2022-10-02,9116324,617,Serum
2022-10-02,280,10,Lifinity
2022-10-02,8856,1252,Orca
2022-10-02,37,5,Cykura
2022-10-02,63797,9545,Jupiter Aggregator
2022-10-02,4656,79,Aldrin
2022-10-02,18,18,Crema
2022-10-02,56,1,Invariant
2022-10-02,38663,2300,Raydium
2023-03-27,11635,842,Orca
2023-03-27,9,2,Invariant
2023-03-27,192,5,Saber
2023-03-27,3284,5,Lifinity
2023-03-27,21445,1356,Raydium
2023-03-27,3466074,167,Openbook
2023-03-27,1828,30,Aldrin
2023-03-27,9184,6407,Stepn
2023-03-27,831,69,Serum
2023-03-27,21,12,Mercurial
2023-03-27,148,4,Step Finance
2023-03-27,84257,1,GooseFX
2023-03-27,1698455,8513,Jupiter Aggregator
2023-08-08T00:00:00.000Z,294331,120,Openbook
2023-08-08T00:00:00.000Z,1827,7,Saber
2023-08-08T00:00:00.000Z,32445,1557,Raydium
2023-08-08T00:00:00.000Z,71,3,Step Finance
2023-08-08T00:00:00.000Z,1717667,7220,Jupiter Aggregator
2023-08-08T00:00:00.000Z,4062,4,Lifinity
2023-08-08T00:00:00.000Z,7,3,Invariant
2023-08-08T00:00:00.000Z,5261,3530,Stepn
2023-08-08T00:00:00.000Z,74763,1387,Orca
2023-08-08T00:00:00.000Z,3,2,Mercurial
2023-08-08T00:00:00.000Z,798,2,Aldrin
2023-08-08T00:00:00.000Z,257,48,Serum
2023-09-07T00:00:00.000Z,21,11,Serum
2023-09-07T00:00:00.000Z,6754,7,Saber
2023-09-07T00:00:00.000Z,4722,3098,Stepn
2023-09-07T00:00:00.000Z,8042,4,Lifinity
2023-09-07T00:00:00.000Z,28485,961,Raydium
2023-09-07T00:00:00.000Z,1206538,4863,Jupiter Aggregator
2023-09-07T00:00:00.000Z,148360,1035,Orca
2023-09-07T00:00:00.000Z,2030,2,Invariant
2023-09-07T00:00:00.000Z,291908,72,Openbook
2023-09-07T00:00:00.000Z,14,3,Step Finance
2023-09-07T00:00:00.000Z,284,1,Aldrin
2023-03-02,316,4,Lifinity
2023-03-02,732163,224,Openbook
2023-03-02,180,50,Serum
2023-03-02,70,13,Saber
2023-03-02,35,12,Mercurial
2023-03-02,3,2,Invariant
2023-03-02,2533,31,Aldrin
2023-03-02,123499,9695,Jupiter Aggregator
2023-03-02,83057,1,GooseFX
2023-03-02,12486,1154,Orca
2023-03-02,70,5,Step Finance
2023-03-02,29482,2020,Raydium
2023-03-02,12939,8627,Stepn
2022-11-18,83672,2,GooseFX
2022-11-18,306166,8025,Jupiter Aggregator
2022-11-18,111,35,Mercurial
2022-11-18,303359,42,Openbook
2022-11-18,260,6,Lifinity
2022-11-18,7233,493,Serum
2022-11-18,10888,1099,Orca
2022-11-18,4188,65,Aldrin
2022-11-18,16,2,Mango Markets
2022-11-18,34,4,Step Finance
2022-11-18,18,2,Invariant
2022-11-18,21482,12453,Stepn
2022-11-18,362,27,Saber
2022-11-18,9,2,Cykura
2022-11-18,8312,1470,Raydium
2023-09-30T00:00:00.000Z,38992,1261,Raydium
2023-09-30T00:00:00.000Z,1567,4,Invariant
2023-09-30T00:00:00.000Z,256164,89,Openbook
2023-09-30T00:00:00.000Z,1,1,Mercurial
2023-09-30T00:00:00.000Z,143,4,Aldrin
2023-09-30T00:00:00.000Z,5159,3384,Stepn
2023-09-30T00:00:00.000Z,137,13,Saber
2023-09-30T00:00:00.000Z,173,31,Serum
2023-09-30T00:00:00.000Z,44,2,Step Finance
2023-09-30T00:00:00.000Z,2,2,Mango Markets
2023-09-30T00:00:00.000Z,32427,2377,Orca
2023-09-30T00:00:00.000Z,1983,3,Lifinity
2023-09-30T00:00:00.000Z,494678,5277,Jupiter Aggregator
2023-07-06T00:00:00.000Z,426551,111,Openbook
2023-07-06T00:00:00.000Z,225,8,Aldrin
2023-07-06T00:00:00.000Z,3571167,7069,Jupiter Aggregator
2023-07-06T00:00:00.000Z,82,57,Serum
2023-07-06T00:00:00.000Z,1433,6,Lifinity
2023-07-06T00:00:00.000Z,54,3,Step Finance
2023-07-06T00:00:00.000Z,302,1,GooseFX
2023-07-06T00:00:00.000Z,87910,1224,Raydium
2023-07-06T00:00:00.000Z,6,3,Invariant
2023-07-06T00:00:00.000Z,627,6,Saber
2023-07-06T00:00:00.000Z,99831,1109,Orca
2023-07-06T00:00:00.000Z,1,1,Mercurial
2023-07-06T00:00:00.000Z,7906,5207,Stepn
2023-04-26,244,6,Saber
2023-04-26,25321,2812,Orca
2023-04-26,113,53,Serum
2023-04-26,1976245,17607,Jupiter Aggregator
2023-04-26,5,2,Invariant
2023-04-26,2283,5,Lifinity
2023-04-26,8727,5875,Stepn
2023-04-26,1541707,141,Openbook
2023-04-26,933,4,Step Finance
2023-04-26,1681,21,Aldrin
2023-04-26,73372,1544,Raydium
2023-04-26,83686,2,GooseFX
2023-04-26,24,13,Mercurial
2023-02-04,1016562,245,Openbook
2023-02-04,253,77,Serum
2023-02-04,55,18,Saber
2023-02-04,83320,1,GooseFX
2023-02-04,16163,1396,Orca
2023-02-04,40,5,Lifinity
2023-02-04,27,2,Step Finance
2023-02-04,22,16,Mercurial
2023-02-04,3055,44,Aldrin
2023-02-04,163243,11803,Jupiter Aggregator
2023-02-04,10877,7314,Stepn
2023-02-04,109946,3054,Raydium
2023-07-04T00:00:00.000Z,370,9,Aldrin
2023-07-04T00:00:00.000Z,310916,88,Openbook
2023-07-04T00:00:00.000Z,114,21,Serum
2023-07-04T00:00:00.000Z,308,7,Lifinity
2023-07-04T00:00:00.000Z,1,1,Mango Markets
2023-07-04T00:00:00.000Z,37,3,Step Finance
2023-07-04T00:00:00.000Z,1,1,Invariant
2023-07-04T00:00:00.000Z,12345,7478,Stepn
2023-07-04T00:00:00.000Z,307,5,Saber
2023-07-04T00:00:00.000Z,250,1,GooseFX
2023-07-04T00:00:00.000Z,33534,779,Orca
2023-07-04T00:00:00.000Z,41578,1162,Raydium
2023-07-04T00:00:00.000Z,1690455,6247,Jupiter Aggregator
2023-07-04T00:00:00.000Z,2,2,Mercurial
2023-09-13T00:00:00.000Z,163,7,Saber
2023-09-13T00:00:00.000Z,41,26,Serum
2023-09-13T00:00:00.000Z,113,3,Step Finance
2023-09-13T00:00:00.000Z,22473,1022,Raydium
2023-09-13T00:00:00.000Z,328115,79,Openbook
2023-09-13T00:00:00.000Z,2270,3,Lifinity
2023-09-13T00:00:00.000Z,2859,2,Invariant
2023-09-13T00:00:00.000Z,5473,3591,Stepn
2023-09-13T00:00:00.000Z,733137,5263,Jupiter Aggregator
2023-09-13T00:00:00.000Z,190,1,Aldrin
2023-09-13T00:00:00.000Z,3,2,Mercurial
2023-09-13T00:00:00.000Z,193889,1954,Orca
2022-11-13,92,5,Step Finance
2022-11-13,400327,8388,Jupiter Aggregator
2022-11-13,5493,96,Aldrin
2022-11-13,20838,14040,Stepn
2022-11-13,4424,18,Openbook
2022-11-13,1,1,Invariant
2022-11-13,11841,2051,Raydium
2022-11-13,82506,2,GooseFX
2022-11-13,14984,1275,Orca
2022-11-13,3560,6,Lifinity
2022-11-13,30,2,Cykura
2022-11-13,1784,32,Saber
2022-11-13,69,34,Mercurial
2022-11-13,27404,994,Serum
2022-11-13,28,9,Mango Markets
2023-07-15T00:00:00.000Z,45571,1272,Raydium
2023-07-15T00:00:00.000Z,108106,1791,Orca
2023-07-15T00:00:00.000Z,227,86,Serum
2023-07-15T00:00:00.000Z,4567412,7666,Jupiter Aggregator
2023-07-15T00:00:00.000Z,6178,4240,Stepn
2023-07-15T00:00:00.000Z,132,3,Step Finance
2023-07-15T00:00:00.000Z,339,12,Saber
2023-07-15T00:00:00.000Z,11,3,Invariant
2023-07-15T00:00:00.000Z,694762,96,Openbook
2023-07-15T00:00:00.000Z,143,8,Aldrin
2023-07-15T00:00:00.000Z,4187,3,Lifinity
2023-07-15T00:00:00.000Z,3,2,Mercurial
2022-12-14,190698,7003,Jupiter Aggregator
2022-12-14,91,3,Step Finance
2022-12-14,193,5,Lifinity
