FIRST_TX_DATE,NEW_WALLETS,PROGRAM_ID,DEX
2023-03-01,125,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-12-30,1,EewxydAPCCVuNEyrVN68PuSYdQ7wKn27V9Gjeoi8dy3S,Lifinity
2022-12-18,53,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2022-10-28,1,EewxydAPCCVuNEyrVN68PuSYdQ7wKn27V9Gjeoi8dy3S,Lifinity
2023-02-19,238,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2023-03-23,16,srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,Openbook
2023-01-01,1358,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2022-11-05,114,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2022-09-29,806,JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo,Jupiter Aggregator
2022-11-05,255,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2022-11-18,65,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2022-10-08,261,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2022-10-14,142,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2023-01-11,1,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2022-09-26,5,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2023-02-13,56,9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP,Orca
2022-10-23,3,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2022-10-09,3,SSwpkEEcbUqx4vtoEByFjSkhKdCT862DNVb52nZg1UZ,Saber
2023-02-27,158,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-10-09,335,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2022-10-10,23,DjVE6JNiYqPL2QXyCUUh8rNjHrbz9hXHNYt99MQ59qw1,Orca
2023-01-25,6,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2023-01-13,1,MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky,Mercurial
2023-02-19,36,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2022-11-19,330,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2023-01-24,172,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2023-03-07,24,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2022-10-01,9,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2023-01-16,1,EewxydAPCCVuNEyrVN68PuSYdQ7wKn27V9Gjeoi8dy3S,Lifinity
2023-01-04,146,srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,Openbook
2022-09-22,1,4ckmDgGdxQoPDLUkDT3vHgSAkzA3QRdNq5ywwY4sUSJn,Serum
2023-03-30,2,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2022-11-02,50,9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP,Orca
2023-02-03,195,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-11-17,48,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2022-12-03,1,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2022-11-10,18,CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4,Aldrin
2022-11-04,281,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-10-18,2,SSwpkEEcbUqx4vtoEByFjSkhKdCT862DNVb52nZg1UZ,Saber
2023-02-17,5,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2022-09-21,112,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2022-09-21,265,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2023-01-29,5,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2023-01-25,229,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2023-02-20,234,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-11-27,14,srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,Openbook
2022-10-16,1,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2022-11-21,600,JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo,Jupiter Aggregator
2023-03-08,155,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-11-22,107,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2023-01-02,1595,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-09-23,183,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2022-10-01,3,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2023-03-10,396,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2022-10-15,247,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2022-12-26,1,EewxydAPCCVuNEyrVN68PuSYdQ7wKn27V9Gjeoi8dy3S,Lifinity
2022-09-25,38,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2022-10-02,3,cysPXAjehMpVKUapzbMCCnpFxUFFryEWEaLgnb9NrR8,Cykura
2022-11-14,1,HyaB3W9q6XdA5xwpU4XnSZV94htfmbmqJXZcEbRaJutt,Invariant
2023-02-23,249,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-11-30,1,MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky,Mercurial
2022-09-15,596,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2022-11-06,2,7WduLbRfYhTJktjLw5FDEyrqoEv61aTTCuGAetgLjzN5,GooseFX
2023-01-20,177,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-10-05,2,7WduLbRfYhTJktjLw5FDEyrqoEv61aTTCuGAetgLjzN5,GooseFX
2022-10-12,50,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2023-01-15,1078,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2023-03-21,477,JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo,Jupiter Aggregator
2023-01-17,166,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2023-01-14,423,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-11-15,14,CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4,Aldrin
2023-01-23,449,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2023-01-20,238,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2023-01-27,5,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2023-02-03,1,SSwpkEEcbUqx4vtoEByFjSkhKdCT862DNVb52nZg1UZ,Saber
2022-09-30,240,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2022-11-07,7,CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4,Aldrin
2023-02-15,30,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2023-03-06,12,9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP,Orca
2023-03-11,16,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2022-12-27,2,CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4,Aldrin
2022-11-21,136,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2022-09-15,20,DjVE6JNiYqPL2QXyCUUh8rNjHrbz9hXHNYt99MQ59qw1,Orca
2023-02-01,70,9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP,Orca
2022-09-15,1,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2023-03-13,396,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2022-09-20,32,mv3ekLzLbnVPNxjSKvqBpU3ZeZXPQdEC3bp5MDEBG68,Mango Markets
2022-11-04,573,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2022-11-13,19,CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4,Aldrin
2022-10-19,7,CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4,Aldrin
2023-03-10,194,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-10-24,46,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-12-12,1,EewxydAPCCVuNEyrVN68PuSYdQ7wKn27V9Gjeoi8dy3S,Lifinity
2023-02-05,2,mv3ekLzLbnVPNxjSKvqBpU3ZeZXPQdEC3bp5MDEBG68,Mango Markets
2023-02-23,59,9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP,Orca
2023-01-18,11,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2022-10-08,203,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2022-10-09,14,mv3ekLzLbnVPNxjSKvqBpU3ZeZXPQdEC3bp5MDEBG68,Mango Markets
2022-12-06,89,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2022-11-01,496,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2023-02-22,3,CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4,Aldrin
2022-10-14,16,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2023-03-07,11,srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,Openbook
2023-03-26,196,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-11-13,432,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2023-01-29,943,JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo,Jupiter Aggregator
2022-12-04,92,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2022-10-10,12,mv3ekLzLbnVPNxjSKvqBpU3ZeZXPQdEC3bp5MDEBG68,Mango Markets
2022-09-25,2,cysPXAjehMpVKUapzbMCCnpFxUFFryEWEaLgnb9NrR8,Cykura
2022-10-08,7,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2023-01-09,3,MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky,Mercurial
2023-02-12,102,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2023-02-15,686,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2022-12-08,43,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-10-21,231,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2022-12-04,36,9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP,Orca
2022-11-01,2,EewxydAPCCVuNEyrVN68PuSYdQ7wKn27V9Gjeoi8dy3S,Lifinity
2023-02-17,146,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2023-03-11,3,MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky,Mercurial
2023-03-18,15,srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,Openbook
2022-11-13,18,srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,Openbook
2023-02-11,99,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2023-02-26,265,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-12-27,17,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2022-11-15,7,mv3ekLzLbnVPNxjSKvqBpU3ZeZXPQdEC3bp5MDEBG68,Mango Markets
2022-12-13,20,srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,Openbook
2022-12-03,321,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2022-09-24,2,7WduLbRfYhTJktjLw5FDEyrqoEv61aTTCuGAetgLjzN5,GooseFX
2022-11-20,6,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2023-03-26,63,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2023-02-04,513,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2023-01-20,916,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2022-09-28,810,JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo,Jupiter Aggregator
2023-02-06,242,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2022-12-15,1,CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4,Aldrin
2022-10-22,3,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2022-10-11,1453,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2023-02-23,1,EewxydAPCCVuNEyrVN68PuSYdQ7wKn27V9Gjeoi8dy3S,Lifinity
2022-10-08,11,mv3ekLzLbnVPNxjSKvqBpU3ZeZXPQdEC3bp5MDEBG68,Mango Markets
2023-03-10,125,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-12-20,12,srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,Openbook
2022-10-18,1,5fNfvyp5czQVX77yoACa3JJVEhdRaWjPuazuWgjhTqEH,Mango Markets
2022-10-02,3,MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky,Mercurial
2022-12-18,1,HyaB3W9q6XdA5xwpU4XnSZV94htfmbmqJXZcEbRaJutt,Invariant
2023-01-15,4,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2022-12-11,2,mv3ekLzLbnVPNxjSKvqBpU3ZeZXPQdEC3bp5MDEBG68,Mango Markets
2022-11-02,151,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2022-09-20,480,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-10-29,4,MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky,Mercurial
2022-10-26,8,J2NhFnBxcwbxovE7avBQCXWPgfVtxi5sJfz68AH6R2Mg,Serum
2023-01-25,1,EewxydAPCCVuNEyrVN68PuSYdQ7wKn27V9Gjeoi8dy3S,Lifinity
2022-10-25,86,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-12-14,240,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2023-02-27,273,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-09-23,24,DjVE6JNiYqPL2QXyCUUh8rNjHrbz9hXHNYt99MQ59qw1,Orca
2023-02-14,1,mv3ekLzLbnVPNxjSKvqBpU3ZeZXPQdEC3bp5MDEBG68,Mango Markets
2023-03-06,2,SSwpkEEcbUqx4vtoEByFjSkhKdCT862DNVb52nZg1UZ,Saber
2022-11-11,87,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2023-02-21,57,9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP,Orca
2023-03-16,169,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-10-18,1,HyaB3W9q6XdA5xwpU4XnSZV94htfmbmqJXZcEbRaJutt,Invariant
2022-10-18,35,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2022-09-18,13,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2022-11-15,103,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-11-17,4,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2022-10-19,705,JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo,Jupiter Aggregator
2022-11-13,124,9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP,Orca
2023-01-23,8,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2022-12-18,44,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-10-12,1165,JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo,Jupiter Aggregator
2023-03-06,370,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2023-03-12,88,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2023-01-03,3554,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2022-12-11,24,srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,Openbook
2023-01-21,1,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2023-02-23,1,SSwpkEEcbUqx4vtoEByFjSkhKdCT862DNVb52nZg1UZ,Saber
2022-10-19,2,5fNfvyp5czQVX77yoACa3JJVEhdRaWjPuazuWgjhTqEH,Mango Markets
2022-12-25,1185,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2022-11-25,86,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2022-10-24,1,7WduLbRfYhTJktjLw5FDEyrqoEv61aTTCuGAetgLjzN5,GooseFX
2022-12-22,77,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2022-09-30,899,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2022-11-05,57,9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP,Orca
2022-10-03,71,9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP,Orca
2023-01-22,6,CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4,Aldrin
2023-03-04,21,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2023-02-01,115,srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,Openbook
2022-10-26,1,EewxydAPCCVuNEyrVN68PuSYdQ7wKn27V9Gjeoi8dy3S,Lifinity
2022-10-28,1,J2NhFnBxcwbxovE7avBQCXWPgfVtxi5sJfz68AH6R2Mg,Serum
2022-10-19,2,MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky,Mercurial
2023-01-01,1123,JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo,Jupiter Aggregator
2022-09-25,52,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-12-02,119,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2022-12-18,13,srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,Openbook
2022-10-04,117,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2022-11-25,181,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-09-28,268,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2022-10-25,298,Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j,Stepn
2022-10-02,3,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2022-10-09,15,DjVE6JNiYqPL2QXyCUUh8rNjHrbz9hXHNYt99MQ59qw1,Orca
2023-03-23,3,9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP,Orca
2022-10-05,35,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2022-10-17,624,JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo,Jupiter Aggregator
2023-03-03,2,CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4,Aldrin
2022-11-04,3,mv3ekLzLbnVPNxjSKvqBpU3ZeZXPQdEC3bp5MDEBG68,Mango Markets
2022-11-06,2,DjVE6JNiYqPL2QXyCUUh8rNjHrbz9hXHNYt99MQ59qw1,Orca
2023-01-15,1,HyaB3W9q6XdA5xwpU4XnSZV94htfmbmqJXZcEbRaJutt,Invariant
2023-02-14,105,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2022-10-20,182,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2023-01-12,1,HyaB3W9q6XdA5xwpU4XnSZV94htfmbmqJXZcEbRaJutt,Invariant
2023-02-01,226,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2023-02-03,164,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2022-12-31,190,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2022-10-13,9,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2023-01-04,1309,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2022-10-12,5,J2NhFnBxcwbxovE7avBQCXWPgfVtxi5sJfz68AH6R2Mg,Serum
2022-09-14,5,cysPXAjehMpVKUapzbMCCnpFxUFFryEWEaLgnb9NrR8,Cykura
2022-12-10,5,MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky,Mercurial
2023-02-21,93,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2022-10-06,8,DjVE6JNiYqPL2QXyCUUh8rNjHrbz9hXHNYt99MQ59qw1,Orca
2023-02-10,1,mv3ekLzLbnVPNxjSKvqBpU3ZeZXPQdEC3bp5MDEBG68,Mango Markets
2023-01-10,787,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2023-03-19,2,CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4,Aldrin
2022-11-12,314,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2023-03-09,2,HyaB3W9q6XdA5xwpU4XnSZV94htfmbmqJXZcEbRaJutt,Invariant
2023-03-07,2,9xQeWvG816bUx9EPjHmaT23yvVM2ZWbrrpZb9PusVFin,Serum
2023-01-18,2,MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky,Mercurial
2022-11-29,6,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2022-11-29,491,JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo,Jupiter Aggregator
2022-10-22,53,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2023-02-13,2,AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6,Aldrin
2023-02-28,119,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,Raydium
2022-12-30,2,MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky,Mercurial
2022-12-25,363,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2023-01-15,1,SSwpkEEcbUqx4vtoEByFjSkhKdCT862DNVb52nZg1UZ,Saber
2022-10-21,12,22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD,Serum
2023-01-28,2,HyaB3W9q6XdA5xwpU4XnSZV94htfmbmqJXZcEbRaJutt,Invariant
2022-10-05,72,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,Orca
2023-01-05,6258,JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB,Jupiter Aggregator
2023-02-05,792,JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo,Jupiter Aggregator
2022-12-05,1,HyaB3W9q6XdA5xwpU4XnSZV94htfmbmqJXZcEbRaJutt,Invariant
2023-02-03,292,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,Raydium
2023-02-10,125,JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph,Jupiter Aggregator
2022-10-04,2,cysPXAjehMpVKUapzbMCCnpFxUFFryEWEaLgnb9NrR8,Cykura
