Mint,Collection,Name,Id,Image,Howrare Url,Rank,Attribute count,Attribute count Rarity,Gender,Gender Rarity,Type,Type Rarity,Expression,Expression Rarity,Hat,Hat Rarity,Eyes,Eyes Rarity,Clothing,Clothing Rarity,Background,Background Rarity,Hair,Hair Rarity,Mustache,Mustache Rarity,Smoking,Smoking Rarity,Smoke,Smoke Rarity,Effort,Effort Rarity,Mouth,Mouth Rarity,Hand,Hand Rarity,Glove,Glove Rarity,Back,Back Rarity,Necklace,Necklace Rarity,howrare.is Rank,trait_normalized Rank,statistical_rarity Rank
7WXUMcQiPiKWVzDXiekgQhBb5NCKcZMzVL7PBpYrzwkr,Mad Lads,Mad Lads #1023,1023,https://madlads.s3.us-west-2.amazonaws.com/images/1023.png,https://howrare.is/madlads/1023,4777,9,22.75,Male,85.74,Light,53.41,Mad,8.81,None,68.34,Brown,16.77,Fur-trimmed Jacket,2.43,Red,9.85,Brown Messy,4.54,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Broomhandle,1.59,Brown,13.48,None,96.86,None,99.91,4777,2856,3864
8dK8CTzmVdzqibK4AmUJRECd7YnE4iYGV7gXvvtE35Yx,Mad Lads,Mad Lads #6382,6382,https://madlads.s3.us-west-2.amazonaws.com/images/6382.png,https://howrare.is/madlads/6382,4777,7,45.79,Male,85.74,Dark,27.93,Joy,15.37,Classic,1.43,Closed,15.98,Winter Battlegear,1.54,Blue,9.70,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4777,3915,6461
CXHpF51eQiATkjfMDW5sSHrCfifDHcmY6o28Tk8SY9yb,Mad Lads,Mad Lads #5392,5392,https://madlads.s3.us-west-2.amazonaws.com/images/5392.png,https://howrare.is/madlads/5392,4777,10,8.83,Male,85.74,Android,9.09,Android,8.22,None,68.34,Android,9.09,Poncho,2.30,Orange,9.44,Samurai,4.23,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Cigarette,3.03,Brown,13.48,None,96.86,None,99.91,4777,3758,1538
BWLZsNvwGAm4qSmaJQcnQgHnUksmh5q9HfRp3fK6wDJ4,Mad Lads,Mad Lads #574,574,https://madlads.s3.us-west-2.amazonaws.com/images/574.png,https://howrare.is/madlads/574,4777,7,45.79,Male,85.74,Galaxy,4.00,Galaxy,3.45,None,68.34,Galaxy,4.00,Bloody Black Coat,2.06,Grey,9.33,Grey Messy,4.08,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4777,5445,4183
FzYQkev1mJkVUeXdCsBxeUhv4yDBdo387mRMvsETcEV5,Mad Lads,Mad Lads #8288,8288,https://madlads.s3.us-west-2.amazonaws.com/images/8288.png,https://howrare.is/madlads/8288,4777,7,45.79,Male,85.74,Android,9.09,Android,8.22,None,68.34,Android,9.09,Fur-trimmed Jacket,2.43,Grey,9.33,White Beard,1.30,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4777,4989,5091
SUNVtS3kY5JR2ntbtJYbcpHqgH86urPTkH2smxs3Eu6,Mad Lads,Mad Lads #1115,1115,https://madlads.s3.us-west-2.amazonaws.com/images/1115.png,https://howrare.is/madlads/1115,4784,7,45.79,Male,85.74,Light,53.41,Smile,14.84,Classic,1.43,Possessed,2.62,Dapper Coat,2.93,Yellow,9.28,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4784,3808,5796
HyTwHseskb4RPQk1P964kh6Q8ajrWzbtzzc4WoEbWhP,Mad Lads,Mad Lads #6155,6155,https://madlads.s3.us-west-2.amazonaws.com/images/6155.png,https://howrare.is/madlads/6155,4784,7,45.79,Male,85.74,Galaxy,4.00,Galaxy,3.45,None,68.34,Galaxy,4.00,Bloody Tuxedo,1.93,Yellow,9.28,Grease,4.74,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4784,5709,4218
DThVFGeG1nBattgTxbnHRMMbt64867scoe29fNjFkh7j,Mad Lads,Mad Lads #7486,7486,https://madlads.s3.us-west-2.amazonaws.com/images/7486.png,https://howrare.is/madlads/7486,4784,9,22.75,Male,85.74,Dark,27.93,Shocked,13.61,None,68.34,Green,17.48,Bloody Three Piece,1.60,Grey,9.33,Galaxy French Crop,1.62,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4784,5121,4564
3knkF6135QgJ2Z2Eh91g3TmYBGGiyiJJXhcDHYG67fQ4,Mad Lads,Mad Lads #8673,8673,https://madlads.s3.us-west-2.amazonaws.com/images/8673.png,https://howrare.is/madlads/8673,4784,7,45.79,Male,85.74,Galaxy,4.00,Galaxy,3.45,None,68.34,Galaxy,4.00,Lads Jersey,2.00,Pink,9.54,Buzzcut,4.31,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4784,5561,4205
EviwVAxXtb94gMuVkyHh8dQXKZu1b1s95SjCNPV52E7B,Mad Lads,Mad Lads #2931,2931,https://madlads.s3.us-west-2.amazonaws.com/images/2931.png,https://howrare.is/madlads/2931,4788,7,45.79,Male,85.74,Android,9.09,Android,8.22,None,68.34,Android,9.09,Fur-trimmed Jacket,2.43,Orange,9.44,White Beard,1.30,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4788,4990,5102
FF73BhBBfRptFzbESwJJBxdnUkFEnkAsQvwSJ7ZVgCQf,Mad Lads,Mad Lads #1577,1577,https://madlads.s3.us-west-2.amazonaws.com/images/1577.png,https://howrare.is/madlads/1577,4788,9,22.75,Male,85.74,Dark,27.93,Joy,15.37,None,68.34,Closed,15.98,Brown Jacket,2.35,Green,9.78,Buzzcut,4.31,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Broomhandle,1.59,Brown,13.48,None,96.86,None,99.91,4788,2835,3676
GU2GAngeiEBkaiZUqwsh1Bd6xyJhEqr25oE8t5undxdX,Mad Lads,Mad Lads #4547,4547,https://madlads.s3.us-west-2.amazonaws.com/images/4547.png,https://howrare.is/madlads/4547,4788,7,45.79,Male,85.74,Galaxy,4.00,Galaxy,3.45,Homburg,3.44,Galaxy,4.00,Brown Jacket,2.35,Violet,9.30,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4788,4588,3711
B7YEsbUwKfogA52n4pJwfLaUwfFAfBRUMLZHuhQfP7Vb,Mad Lads,Mad Lads #6240,6240,https://madlads.s3.us-west-2.amazonaws.com/images/6240.png,https://howrare.is/madlads/6240,4788,9,22.75,Male,85.74,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,General Uniform,3.11,Blue,9.70,Aviator,3.99,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Jericho,1.36,Brown,13.48,None,96.86,None,99.91,4788,2607,4177
FYLn5apLmb5LLmJbfhT69VJuGAExCoA9B1Lh17kuxRcy,Mad Lads,Mad Lads #9685,9685,https://madlads.s3.us-west-2.amazonaws.com/images/9685.png,https://howrare.is/madlads/9685,4788,9,22.75,Male,85.74,Light,53.41,Shocked,13.61,Homburg,3.44,Blue,17.10,Ace,1.69,Yellow,9.28,None,36.51,None,95.84,Cigarette,16.86,Coral,2.41,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4788,3712,3765
5GBr6K2qYPrbh6QdQHbA9sqAK2r8o3YBmwjA1BkQCr93,Mad Lads,Mad Lads #4254,4254,https://madlads.s3.us-west-2.amazonaws.com/images/4254.png,https://howrare.is/madlads/4254,4793,8,13.51,Male,85.74,Light,53.41,Van Gogh,3.55,None,68.34,Van Gogh,3.55,Black Coat,2.71,Purple,9.67,Aviator,3.99,None,95.84,None,82.76,Van Gogh,3.55,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4793,4697,4040
73b86dVFAQrP5BAu3pN7okjiWeUybydsUdKsJaTmYdYN,Mad Lads,Mad Lads #2133,2133,https://madlads.s3.us-west-2.amazonaws.com/images/2133.png,https://howrare.is/madlads/2133,4793,9,22.75,Male,85.74,Light,53.41,Shocked,13.61,Homburg,3.44,Green,17.48,Bloody Dapper Coat,1.69,Violet,9.30,None,36.51,None,95.84,Cigarette,16.86,Coral,2.41,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4793,3713,3786
BUHuyL8foRmCnRKk6jw5X4w644wh4Nx4zkB7uHerNq8V,Mad Lads,Mad Lads #40,40,https://madlads.s3.us-west-2.amazonaws.com/images/40.png,https://howrare.is/madlads/40,4793,9,22.75,Male,85.74,Light,53.41,Shocked,13.61,Beret,3.56,Green,17.48,Bomber,1.66,Violet,9.30,None,36.51,None,95.84,Cigarette,16.86,Coral,2.41,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4793,3743,3797
jDswHT22x3KJ8MJ7XERhqB9GATNex4wQKiexJRBq2wW,Mad Lads,Mad Lads #3646,3646,https://madlads.s3.us-west-2.amazonaws.com/images/3646.png,https://howrare.is/madlads/3646,4796,7,45.79,Male,85.74,Dark,27.93,Smile,14.84,None,68.34,Brown,16.77,Bloody Windsor,1.69,Red,9.85,White Beard,1.30,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4796,5351,6845
AyPMfJvxvuvag74yt8FLzGyajCS695o61c1mrA3bFXW3,Mad Lads,Mad Lads #6458,6458,https://madlads.s3.us-west-2.amazonaws.com/images/6458.png,https://howrare.is/madlads/6458,4796,7,45.79,Male,85.74,Dark,27.93,Joy,15.37,None,68.34,Closed,15.98,Classic,0.88,Pink,9.54,Pompadour,4.47,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4796,8234,7255
2RuVwYsxHjLncZDLEMUaLDui5XZc47Jq5eABhksLw4k4,Mad Lads,Mad Lads #7888,7888,https://madlads.s3.us-west-2.amazonaws.com/images/7888.png,https://howrare.is/madlads/7888,4796,8,13.51,Male,85.74,Light,53.41,Serious,19.55,None,68.34,Possessed,2.62,Buster,2.55,White,9.43,Kent,4.18,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,Backpack,2.55,None,99.91,4796,3782,4474
BZHpcb9HL4bKEjbJ2vMVsc8YFec7wYtknnCSMLwH8WEd,Mad Lads,Mad Lads #2894,2894,https://madlads.s3.us-west-2.amazonaws.com/images/2894.png,https://howrare.is/madlads/2894,4799,10,8.83,Male,85.74,Light,53.41,Smile,14.84,Gambler,3.22,Brown,16.77,Tanktop,1.86,Orange,9.44,None,36.51,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Cigarette,3.03,Brown,13.48,None,96.86,None,99.91,4799,3472,2789
HFzUA1DwkwMywfjjz9JuB4ih6k6aBhjoo5e5iGzCekwp,Mad Lads,Mad Lads #1067,1067,https://madlads.s3.us-west-2.amazonaws.com/images/1067.png,https://howrare.is/madlads/1067,4800,9,22.75,Male,85.74,Light,53.41,Shocked,13.61,None,68.34,Snake,2.56,Revolutionary,1.48,Yellow,9.28,Aviator,3.99,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4800,6152,4328
56VjF9TAjeboypvcQbecvtiZsJEnFrt2iQsqhMpoLSzQ,Mad Lads,Mad Lads #1809,1809,https://madlads.s3.us-west-2.amazonaws.com/images/1809.png,https://howrare.is/madlads/1809,4800,8,13.51,Male,85.74,Light,53.41,Smile,14.84,None,68.34,Possessed,2.62,Buster,2.55,Purple,9.67,Pompadour,4.47,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,Backpack,2.55,None,99.91,4800,3802,4375
4YpEPL9RqSqsJnW9ggiohUXF74LBu7L48qWw6G4bnV8U,Mad Lads,Mad Lads #6344,6344,https://madlads.s3.us-west-2.amazonaws.com/images/6344.png,https://howrare.is/madlads/6344,4800,9,22.75,Male,85.74,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Poncho,2.30,Blue,9.70,French Crop,4.27,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Broomhandle,1.59,Brown,13.48,None,96.86,None,99.91,4800,2871,4132
CM4dg9vjn25DGpW7dT4NTK1x7LimPT9AWpShgUqvp3ng,Mad Lads,Mad Lads #5061,5061,https://madlads.s3.us-west-2.amazonaws.com/images/5061.png,https://howrare.is/madlads/5061,4800,9,22.75,Male,85.74,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Poncho,2.30,Red,9.85,Samurai,4.23,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Broomhandle,1.59,Brown,13.48,None,96.86,None,99.91,4800,2863,4135
CwdYJ8MpcmZSBpQdAnvKYcxyXihKfohpzMUzCKiExiu8,Mad Lads,Mad Lads #2268,2268,https://madlads.s3.us-west-2.amazonaws.com/images/2268.png,https://howrare.is/madlads/2268,4800,9,22.75,Male,85.74,Dark,27.93,Shocked,13.61,Anchor Trilby,2.03,Blue,17.10,Black Coat,2.71,Yellow,9.28,None,36.51,None,95.84,Cigarette,16.86,Coral,2.41,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4800,2747,3194
ES1TmHSQRTDC993ZTGMLJ7JeRbYnYZXJMUG5rZzrbtmT,Mad Lads,Mad Lads #2283,2283,https://madlads.s3.us-west-2.amazonaws.com/images/2283.png,https://howrare.is/madlads/2283,4800,7,45.79,Male,85.74,Android,9.09,Android,8.22,None,68.34,Android,9.09,Fur-trimmed Jacket,2.43,Red,9.85,White Beard,1.30,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4800,4995,5128
F38zC9H8DyMdB1Biktohhgg7b4wMQt6jnCtYzYuFeE7C,Mad Lads,Mad Lads #5472,5472,https://madlads.s3.us-west-2.amazonaws.com/images/5472.png,https://howrare.is/madlads/5472,4800,10,8.83,Male,85.74,Light,53.41,Joy,15.37,Plaid Beret,3.21,Closed,15.98,Tanktop,1.86,Blue,9.70,None,36.51,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Cigarette,3.03,Brown,13.48,None,96.86,None,99.91,4800,3469,2798
H4QZZxsfejA2iPdcTHoHthY71G89m39MvrPKyocs9sae,Mad Lads,Mad Lads #8754,8754,https://madlads.s3.us-west-2.amazonaws.com/images/8754.png,https://howrare.is/madlads/8754,4800,8,13.51,Male,85.74,Light,53.41,Albert,3.48,None,68.34,Hazel,3.48,Black Coat,2.71,Violet,9.30,Pompadour,4.47,White,3.48,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4800,4332,3839
V7R95FSfpTN6F6PuuJDNSZt221GWqxp9c4oxShUPCPX,Mad Lads,Mad Lads #9294,9294,https://madlads.s3.us-west-2.amazonaws.com/images/9294.png,https://howrare.is/madlads/9294,4800,7,45.79,Male,85.74,Galaxy,4.00,Galaxy,3.45,None,68.34,Galaxy,4.00,Dark Windsor,2.06,Violet,9.30,Kent,4.18,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4800,5491,4190
Cbsayc5L8B39kf8c3p337PWTotHZemYYS5A3jJgjkJkR,Mad Lads,Mad Lads #4195,4195,https://madlads.s3.us-west-2.amazonaws.com/images/4195.png,https://howrare.is/madlads/4195,4809,9,22.75,Male,85.74,Light,53.41,Smile,14.84,None,68.34,Green,17.48,Tuxedo,3.07,Yellow,9.28,Kent,4.18,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Jericho,1.36,Brown,13.48,None,96.86,None,99.91,4809,2624,4200
6Fok9nhRgFArxwzutqWEtqoGNEmozwfcx7hgR68EEaHo,Mad Lads,Mad Lads #4740,4740,https://madlads.s3.us-west-2.amazonaws.com/images/4740.png,https://howrare.is/madlads/4740,4809,8,13.51,Male,85.74,Light,53.41,Van Gogh,3.55,None,68.34,Van Gogh,3.55,Miami Detective,2.62,Orange,9.44,Buzzcut,4.31,None,95.84,None,82.76,Van Gogh,3.55,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4809,4740,4055
GxUoAqUrv85ww8rg4A9Mcb4j7gLLLCy3n7eVjtTh5Pun,Mad Lads,Mad Lads #1557,1557,https://madlads.s3.us-west-2.amazonaws.com/images/1557.png,https://howrare.is/madlads/1557,4809,8,13.51,Male,85.74,Light,53.41,Van Gogh,3.55,Anchor Homburg,3.54,Van Gogh,3.55,General Uniform,3.11,Green,9.78,None,36.51,None,95.84,None,82.76,Van Gogh,3.55,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4809,3982,3551
F7fxHkYCXGeoGGbevvpLaCSg13wQUDMGvGQxo7ZkJSeK,Mad Lads,Mad Lads #4261,4261,https://madlads.s3.us-west-2.amazonaws.com/images/4261.png,https://howrare.is/madlads/4261,4809,7,45.79,Male,85.74,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Classic,0.88,Orange,9.44,Samurai,4.23,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4809,8242,7960
Cuh9m8D5kxpdSNyNPwHRLssSZcHPnmPPYbw61X9s2ByT,Mad Lads,Mad Lads #6781,6781,https://madlads.s3.us-west-2.amazonaws.com/images/6781.png,https://howrare.is/madlads/6781,4809,9,22.75,Male,85.74,Dark,27.93,Shocked,13.61,None,68.34,Blue,17.10,Winter Battlegear,1.54,Grey,9.33,Pompadour,4.47,None,95.84,Cigarette,16.86,Coral,2.41,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4809,4353,3893
2e5aMT3FuKnyANrffQBYeF7Jvnk8FvyApSHmeknHcbSu,Mad Lads,Mad Lads #1006,1006,https://madlads.s3.us-west-2.amazonaws.com/images/1006.png,https://howrare.is/madlads/1006,4814,7,45.79,Male,85.74,Dark,27.93,Joy,15.37,Classic,1.43,Closed,15.98,Bloody Pinstripes,1.57,Violet,9.30,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4814,3916,6437
6dvEcLrN7z2ViXo3SoU5JcKRjjLN3aUu7kudLUySHRH8,Mad Lads,Mad Lads #5973,5973,https://madlads.s3.us-west-2.amazonaws.com/images/5973.png,https://howrare.is/madlads/5973,4814,9,22.75,Male,85.74,Light,53.41,Serious,19.55,None,68.34,Brown,16.77,Detective,2.17,Green,9.78,Pompadour,4.47,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Broomhandle,1.59,Brown,13.48,None,96.86,None,99.91,4814,2895,4295
CVPGMgedMfmrk8nHJECsTWVezfPa8FAG3qA6vFNv3afF,Mad Lads,Mad Lads #5363,5363,https://madlads.s3.us-west-2.amazonaws.com/images/5363.png,https://howrare.is/madlads/5363,4814,9,22.75,Male,85.74,Light,53.41,Mad,8.81,None,68.34,Brown,16.77,Warlock Robe,1.16,Red,9.85,None,36.51,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Cigarette,3.03,Brown,13.48,None,96.86,None,99.91,4814,4682,4302
3UaLeyRSgfxRVW62iJ1PRwhFakjbCbrCTqdtYztCpGTG,Mad Lads,Mad Lads #9777,9777,https://madlads.s3.us-west-2.amazonaws.com/images/9777.png,https://howrare.is/madlads/9777,4814,9,22.75,Male,85.74,Light,53.41,Shocked,13.61,None,68.34,Blue,17.10,Cavalier,1.54,Green,9.78,Grey Messy,4.08,None,95.84,Cigarette,16.86,Coral,2.41,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4814,4357,4281
J9m5ynu7VSFFSpihqVDCjFvCHMLmgzynSqJyM7z4L6N8,Mad Lads,Mad Lads #6033,6033,https://madlads.s3.us-west-2.amazonaws.com/images/6033.png,https://howrare.is/madlads/6033,4818,8,13.51,Male,85.74,Light,53.41,Van Gogh,3.55,None,68.34,Van Gogh,3.55,Miami Detective,2.62,Red,9.85,French Crop,4.27,None,95.84,None,82.76,Van Gogh,3.55,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4818,4736,4077
43jJd4EFZMgmU5La8nw1L1zGWmmWJkuTmpdjsziKGpYK,Mad Lads,Mad Lads #3578,3578,https://madlads.s3.us-west-2.amazonaws.com/images/3578.png,https://howrare.is/madlads/3578,4819,9,22.75,Male,85.74,Dark,27.93,Serious,19.55,None,68.34,Brown,16.77,Fur-trimmed Jacket,2.43,Violet,9.30,Punk,4.01,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Broomhandle,1.59,Brown,13.48,None,96.86,None,99.91,4819,2825,3830
5PcYCotbxMwvf6V9RCz1gBHTFobrS31vLCDgQ1w7SKGZ,Mad Lads,Mad Lads #1032,1032,https://madlads.s3.us-west-2.amazonaws.com/images/1032.png,https://howrare.is/madlads/1032,4819,7,45.79,Male,85.74,Light,53.41,Serious,19.55,Classic,1.43,Green,17.48,Revolutionary,1.48,Violet,9.30,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4819,4012,7016
3WRPjQ3ALT3CbG3LArzvPiddoxxw91Hasm2CYxNY5vMM,Mad Lads,Mad Lads #8188,8188,https://madlads.s3.us-west-2.amazonaws.com/images/8188.png,https://howrare.is/madlads/8188,4819,7,45.79,Male,85.74,Android,9.09,Android,8.22,None,68.34,Android,9.09,Miami Detective,2.62,Purple,9.67,Brown Beard,1.26,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4819,4941,5137
EY4PVJFehqvQN5AMd1Zrom6j1iDCueYQXx48X62hHyx3,Mad Lads,Mad Lads #7772,7772,https://madlads.s3.us-west-2.amazonaws.com/images/7772.png,https://howrare.is/madlads/7772,4819,7,45.79,Male,85.74,Dark,27.93,Smile,14.84,None,68.34,Green,17.48,Tanktop,1.86,Red,9.85,Blond Beard,1.22,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4819,5169,6892
4dVuVzo2cGK4bsUKjZFvTYtFoJGWks9uHEY62kHhPGnw,Mad Lads,Mad Lads #778,778,https://madlads.s3.us-west-2.amazonaws.com/images/778.png,https://howrare.is/madlads/778,4823,9,22.75,Male,85.74,Light,53.41,Mad,8.81,None,68.34,Brown,16.77,Black Coat,2.71,Green,9.78,Aviator,3.99,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Broomhandle,1.59,Brown,13.48,None,96.86,None,99.91,4823,2820,3835
D34EPoc9WfGnrHubi8WXhU9mu6mNBBYhon9Jf5ujJRPk,Mad Lads,Mad Lads #7668,7668,https://madlads.s3.us-west-2.amazonaws.com/images/7668.png,https://howrare.is/madlads/7668,4823,7,45.79,Male,85.74,Galaxy,4.00,Galaxy,3.45,None,68.34,Galaxy,4.00,Bloody Black Coat,2.06,Violet,9.30,French Crop,4.27,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4823,5547,4202
CYPTiFnFoxquAphCbje1GM3EbfBcRgygsMufwKNhLHQB,Mad Lads,Mad Lads #9148,9148,https://madlads.s3.us-west-2.amazonaws.com/images/9148.png,https://howrare.is/madlads/9148,4823,7,45.79,Male,85.74,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Classic,0.88,White,9.43,Buzzcut,4.31,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4823,8247,7987
BkXqe6ECRTfgTqQDHpvo6PkqNwSfCNQzurHZNkNvbJTo,Mad Lads,Mad Lads #6455,6455,https://madlads.s3.us-west-2.amazonaws.com/images/6455.png,https://howrare.is/madlads/6455,4826,9,22.75,Male,85.74,Android,9.09,Android,8.22,None,68.34,Android,9.09,Miami Detective,2.62,Violet,9.30,Grey Messy,4.08,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Romeo,2.14,Brown,13.48,None,96.86,None,99.91,4826,3507,2457
6sHDKEywKZsZwPmhegBBDbmT3BzovNUF4Af74cnzx7Lj,Mad Lads,Mad Lads #9123,9123,https://madlads.s3.us-west-2.amazonaws.com/images/9123.png,https://howrare.is/madlads/9123,4826,8,13.51,Male,85.74,Dark,27.93,Albert,3.48,None,68.34,Hazel,3.48,Tuxedo,3.07,Red,9.85,Punk,4.01,White,3.48,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4826,4204,3346
8KRDcb6ng6BzcddUQhMPgmtEipi8F47uvhDwpxjnVaAH,Mad Lads,Mad Lads #7420,7420,https://madlads.s3.us-west-2.amazonaws.com/images/7420.png,https://howrare.is/madlads/7420,4826,8,13.51,Male,85.74,Light,53.41,Albert,3.48,None,68.34,Hazel,3.48,Dapper Coat,2.93,Yellow,9.28,Grey Messy,4.08,White,3.48,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4826,4293,3822
7ou4bLdYDcXgMHmnB4BWYXRMMfgyPuYXEBpG16vSTfgj,Mad Lads,Mad Lads #399,399,https://madlads.s3.us-west-2.amazonaws.com/images/399.png,https://howrare.is/madlads/399,4829,7,45.79,Male,85.74,Dark,27.93,Joy,15.37,None,68.34,Closed,15.98,Classic,0.88,Violet,9.30,Grease,4.74,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4829,8241,7282
85JgXExegBqDHWTj4GdX7BBqghxKCZGpkMBz8gwEuyZf,Mad Lads,Mad Lads #7050,7050,https://madlads.s3.us-west-2.amazonaws.com/images/7050.png,https://howrare.is/madlads/7050,4829,10,8.83,Male,85.74,Light,53.41,Smile,14.84,Trilby,2.48,Blue,17.10,Dark Dapper Coat,2.35,Pink,9.54,None,36.51,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Cigar,2.91,Brown,13.48,None,96.86,None,99.91,4829,2810,2774
38Hyoe7MSjrbDrUuQHo52oR3VYg5TyytTTGrdQALf85u,Mad Lads,Mad Lads #3976,3976,https://madlads.s3.us-west-2.amazonaws.com/images/3976.png,https://howrare.is/madlads/3976,4831,10,8.83,Male,85.74,Android,9.09,Android,8.22,None,68.34,Android,9.09,Dark Three Piece,2.38,Blue,9.70,Soft Punk,4.42,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Cigar,2.91,Brown,13.48,None,96.86,None,99.91,4831,3737,1581
Ggi8uJ7K2hJwfp1ZdpwLHktyteBsNGSBoveWgYura4CS,Mad Lads,Mad Lads #652,652,https://madlads.s3.us-west-2.amazonaws.com/images/652.png,https://howrare.is/madlads/652,4831,10,8.83,Male,85.74,Dark,27.93,Serious,19.55,None,68.34,Brown,16.77,Bomber,1.66,White,9.43,French Crop,4.27,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Cigar,2.91,Brown,13.48,None,96.86,None,99.91,4831,3938,3020
7DiMzpYfV8k3EnLTVdM8F7zsdDSc9hgnyVbJ9w74LWTZ,Mad Lads,Mad Lads #4174,4174,https://madlads.s3.us-west-2.amazonaws.com/images/4174.png,https://howrare.is/madlads/4174,4833,8,13.51,Male,85.74,Light,53.41,Van Gogh,3.55,None,68.34,Van Gogh,3.55,Black Coat,2.71,Blue,9.70,Kent,4.18,None,95.84,None,82.76,Van Gogh,3.55,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,4833,4731,4075
