Mint,Collection,Name,Id,Image,Howrare Url,Rank,Attribute count,Attribute count Rarity,Gender,Gender Rarity,Type,Type Rarity,Expression,Expression Rarity,Hat,Hat Rarity,Eyes,Eyes Rarity,Clothing,Clothing Rarity,Background,Background Rarity,Hair,Hair Rarity,Mustache,Mustache Rarity,Smoking,Smoking Rarity,Smoke,Smoke Rarity,Effort,Effort Rarity,Mouth,Mouth Rarity,Hand,Hand Rarity,Glove,Glove Rarity,Back,Back Rarity,Necklace,Necklace Rarity,howrare.is Rank,trait_normalized Rank,statistical_rarity Rank
F9Lw3ki3hJ7PF9HQXsBzoY8GyE6sPoEZZdXJBsTTD2rk,Mad Lads,Mad Lads #8420,8420,https://madlads.s3.us-west-2.amazonaws.com/images/8420.png,https://howrare.is/madlads/8420,1,7,45.79,Male,85.74,King,0.01,Royal,0.01,Mad Crown,0.01,Madness,0.01,Mad Armor,0.01,Royal Rug,0.01,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1,1,1
whSxaMUmZ66xTj7ZLkx28T9Nzwgc1chWZmoPSyovgJC,Mad Lads,Mad Lads #3587,3587,https://madlads.s3.us-west-2.amazonaws.com/images/3587.png,https://howrare.is/madlads/3587,2,9,22.75,Female,9.60,Galaxy,4.00,Serious,19.55,Galaxy Cloche,0.01,Galaxy,4.00,Galaxy Wolfsbane Dress,0.01,Violet,9.30,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,2,2,23
GD8uA8KG5NzbDXj8jPeEJxEuT5twwVUyqp9jzaTQBr9B,Mad Lads,Mad Lads #1055,1055,https://madlads.s3.us-west-2.amazonaws.com/images/1055.png,https://howrare.is/madlads/1055,3,9,22.75,Female,9.60,Light,53.41,Pout,0.78,Scopes,0.96,Green,17.48,Punk Rock Jacket,0.42,White,9.43,Bouffant Green,0.01,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,3,4,126
9GhncSaZkq8ciNVEwBpYNkL1vNCezFUFaeG7AX5soCJU,Mad Lads,Mad Lads #8826,8826,https://madlads.s3.us-west-2.amazonaws.com/images/8826.png,https://howrare.is/madlads/8826,4,8,13.51,Female,9.60,Light,53.41,Cheeky,0.61,None,68.34,Closed,15.98,Noir Dress,0.87,Orange,9.44,Bombshell Galaxy,0.01,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,None,82.22,None,82.22,None,96.86,None,99.91,4,3,262
AMb9XGm8bPNi8hC7cUg2z7vFWEZtK2N4ZJCUSimdS9pK,Mad Lads,Mad Lads #1313,1313,https://madlads.s3.us-west-2.amazonaws.com/images/1313.png,https://howrare.is/madlads/1313,5,10,8.83,Female,9.60,Dark,27.93,Smile,14.84,None,68.34,Blue,17.10,Evangelion,0.03,Grey,9.33,Long Blonde,0.38,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Lightning Umbrella,0.08,Green,0.08,None,96.86,None,99.91,5,9,12
HDD4hCc4mvJHPjZELFtnCG36bCchXC1yTB64XWpuMJsQ,Mad Lads,Mad Lads #7857,7857,https://madlads.s3.us-west-2.amazonaws.com/images/7857.png,https://howrare.is/madlads/7857,6,9,22.75,Female,9.60,Dark,27.93,Serious,19.55,Wide Brim,0.12,Brown,16.77,Currie Gown,0.03,Grey,9.33,Medium Red,0.08,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,6,57,118
9URR3e4QPTGkqnJMBGtX4TjbBZyM5o3utXcRCFWu6bvu,Mad Lads,Mad Lads #1679,1679,https://madlads.s3.us-west-2.amazonaws.com/images/1679.png,https://howrare.is/madlads/1679,7,11,3.00,Female,9.60,Dark,27.93,Serious,19.55,Cartwheel,0.15,Snake,2.56,Currie Gown,0.03,White,9.43,Long Purple,0.58,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Avenger,1.02,White,2.22,None,96.86,None,99.91,7,65,6
AnAfxG2AZs8k45QxKnHZpKyz5NtVrTqEufzatr5GVAEL,Mad Lads,Mad Lads #6509,6509,https://madlads.s3.us-west-2.amazonaws.com/images/6509.png,https://howrare.is/madlads/6509,8,9,22.75,Female,9.60,Light,53.41,Cheeky,0.61,Wide Brim,0.12,Closed,15.98,Lace Blouse,0.33,Purple,9.67,Medium White,0.04,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,None,82.22,None,82.22,None,96.86,None,99.91,8,19,40
Mh92qzGfp9Ub8tM4gZdHrd6UKg2thn2MnZWRXduxQbY,Mad Lads,Mad Lads #1995,1995,https://madlads.s3.us-west-2.amazonaws.com/images/1995.png,https://howrare.is/madlads/1995,9,8,13.51,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Brown,16.77,Currie Gown,0.03,Grey,9.33,Bouffant,0.19,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,9,250,704
CYKWzjxDyZu2ms3XwNdzaGpvxJP5uutD71L4wnfEanDB,Mad Lads,Mad Lads #8609,8609,https://madlads.s3.us-west-2.amazonaws.com/images/8609.png,https://howrare.is/madlads/8609,10,9,22.75,Female,9.60,Light,53.41,Cheeky,0.61,Wide Brim,0.12,Closed,15.98,Rosa Dress,0.50,Red,9.85,Medium White,0.04,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,None,82.22,None,82.22,None,96.86,None,99.91,10,20,51
642zCikjCHunVcy2aBZDYwTs1vPKEQQfVk7F8SLdpQ1T,Mad Lads,Mad Lads #4065,4065,https://madlads.s3.us-west-2.amazonaws.com/images/4065.png,https://howrare.is/madlads/4065,11,9,22.75,Female,9.60,Light,53.41,Mad,8.81,Wide Brim,0.12,Purple,0.80,Rosa Dress,0.50,Grey,9.33,Medium White,0.04,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,11,22,90
yR917neJi1GhHS5oVo8wSRYxUoPDSNcjMtU1Ex6TsZo,Mad Lads,Mad Lads #8182,8182,https://madlads.s3.us-west-2.amazonaws.com/images/8182.png,https://howrare.is/madlads/8182,12,8,13.51,Female,9.60,Galaxy,4.00,Smile,14.84,None,68.34,Galaxy,4.00,Evangelion,0.03,Blue,9.70,Bob Red,0.41,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,12,381,366
GkB7LdKBqTuktusGg9K3Lgm3KHEFxb1ZKuGsH9eMdpem,Mad Lads,Mad Lads #225,225,https://madlads.s3.us-west-2.amazonaws.com/images/225.png,https://howrare.is/madlads/225,13,9,22.75,Female,9.60,Light,53.41,Joy,15.37,Wide Brim,0.12,Closed,15.98,Victorian Dress,0.38,Violet,9.30,Medium White,0.04,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,13,23,203
9LTCKwsVasNEnTAdykAY916iJMeJANijJNp7WUZBaS8R,Mad Lads,Mad Lads #5998,5998,https://madlads.s3.us-west-2.amazonaws.com/images/5998.png,https://howrare.is/madlads/5998,14,8,13.51,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Green,17.48,Evangelion,0.03,Yellow,9.28,Blunt Bangs Black,0.50,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,14,468,882
34azRL4sdZhoRfTviGd2xDxZ3tzTCkTo3qhwqPpgGQGX,Mad Lads,Mad Lads #6894,6894,https://madlads.s3.us-west-2.amazonaws.com/images/6894.png,https://howrare.is/madlads/6894,15,12,0.13,Female,9.60,Galaxy,4.00,Smile,14.84,Cloche,0.74,Galaxy,4.00,Buster,2.55,Orange,9.44,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,Buster,0.23,Black,0.05,Backpack,2.55,None,99.91,15,5,2
xoSZvNyuKANKF4Xi8srJ4HBrG9UtRAfJPTRyL3nAZ97,Mad Lads,Mad Lads #1545,1545,https://madlads.s3.us-west-2.amazonaws.com/images/1545.png,https://howrare.is/madlads/1545,16,12,0.13,Female,9.60,Light,53.41,Joy,15.37,Cloche,0.74,Closed,15.98,Buster,2.55,Violet,9.30,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Buster,0.23,Black,0.05,Backpack,2.55,None,99.91,16,6,7
5B2bndzQK36NWJecQKJJATyrXRY2mextRn85wbES19k2,Mad Lads,Mad Lads #8096,8096,https://madlads.s3.us-west-2.amazonaws.com/images/8096.png,https://howrare.is/madlads/8096,17,11,3.00,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Blue,17.10,Black Rebel Jacket,0.37,Purple,9.67,Blunt Bangs Blonde,0.48,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Lightning Umbrella,0.08,Green,0.08,Red Katana,0.32,None,99.91,17,7,4
2zW8HrCArAGXDo5umPXM2kar4TdG8VV17qufR9ewRp4C,Mad Lads,Mad Lads #8731,8731,https://madlads.s3.us-west-2.amazonaws.com/images/8731.png,https://howrare.is/madlads/8731,18,10,8.83,Female,9.60,Light,53.41,Serious,19.55,None,68.34,Blue,17.10,Victorian Dress,0.38,White,9.43,Bouffant,0.19,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,Lightning Umbrella,0.08,Green,0.08,None,96.86,None,99.91,18,10,34
8JsvB1h11ap16YfEeFPR3s5BpQNUYZeYpeUwg1gMhgAd,Mad Lads,Mad Lads #617,617,https://madlads.s3.us-west-2.amazonaws.com/images/617.png,https://howrare.is/madlads/617,19,8,13.51,Female,9.60,Light,53.41,Mad,8.81,None,68.34,Green,17.48,Mink Coat,0.04,Blue,9.70,Bouffant,0.19,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,19,291,685
9Fm8cCU3evT8qHWRkfGgCALwb4jQrp7odV2LmTR7Yok2,Mad Lads,Mad Lads #3198,3198,https://madlads.s3.us-west-2.amazonaws.com/images/3198.png,https://howrare.is/madlads/3198,20,10,8.83,Female,9.60,Light,53.41,Serious,19.55,None,68.34,Green,17.48,Wolfsbane Dress,0.31,Blue,9.70,Short Silver,0.77,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Lightning Umbrella,0.08,Green,0.08,None,96.86,None,99.91,20,14,61
7Ld2V7DVW3MAG8992omTC7NUokfFKP3wGDfDtS5E3Wdr,Mad Lads,Mad Lads #8493,8493,https://madlads.s3.us-west-2.amazonaws.com/images/8493.png,https://howrare.is/madlads/8493,21,10,8.83,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Brown,16.77,Yellow Rebel Jacket,0.50,Red,9.85,Bob Red,0.41,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Lightning Umbrella,0.08,Green,0.08,None,96.86,None,99.91,21,11,47
CSRzejVno5Z6HQnT1DGJzZG4AY7bx2AzLszND5RfKStd,Mad Lads,Mad Lads #7548,7548,https://madlads.s3.us-west-2.amazonaws.com/images/7548.png,https://howrare.is/madlads/7548,22,11,3.00,Female,9.60,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Buster,2.55,Blue,9.70,Pig Tails,0.89,None,95.84,None,82.76,None,72.68,None,95.34,Purple,0.35,Buster,0.23,Black,0.05,Backpack,2.55,None,99.91,22,8,13
FaVHWYU7bUjRWy5SvPicQZAux1djH5HhDZ725XH32k7x,Mad Lads,Mad Lads #8174,8174,https://madlads.s3.us-west-2.amazonaws.com/images/8174.png,https://howrare.is/madlads/8174,23,10,8.83,Female,9.60,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Black Rebel Jacket,0.37,Violet,9.30,Pig Tails,0.89,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Lightning Umbrella,0.08,Green,0.08,None,96.86,None,99.91,23,16,59
C1Nj3ucZnrp8fYE5Rqf4TjQoAYKFinUfRB76zgFSbi8C,Mad Lads,Mad Lads #996,996,https://madlads.s3.us-west-2.amazonaws.com/images/996.png,https://howrare.is/madlads/996,24,10,8.83,Female,9.60,Dark,27.93,Joy,15.37,None,68.34,Closed,15.98,Graphic Tee,0.45,Purple,9.67,Short Silver,0.77,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Lightning Umbrella,0.08,Green,0.08,None,96.86,None,99.91,24,15,43
DBCUkXjC8a1TcAriRGwYJVr4Kc3XPaDvczpu2TgSs7BJ,Mad Lads,Mad Lads #2368,2368,https://madlads.s3.us-west-2.amazonaws.com/images/2368.png,https://howrare.is/madlads/2368,25,10,8.83,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Brown,16.77,Mink Coat,0.04,Grey,9.33,Blunt Bangs Black,0.50,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Avenger,1.02,White,2.22,None,96.86,None,99.91,25,292,153
6oAcnf7KKXMmZCDE5Jema3nWtsVhmFTqHffR9XkzUuXz,Mad Lads,Mad Lads #6041,6041,https://madlads.s3.us-west-2.amazonaws.com/images/6041.png,https://howrare.is/madlads/6041,26,10,8.83,Female,9.60,Dark,27.93,Joy,15.37,None,68.34,Closed,15.98,Rosa Dress,0.50,Pink,9.54,Pig Tails,0.89,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Lightning Umbrella,0.08,Green,0.08,None,96.86,None,99.91,26,17,48
FUc9YPwZHvdwekA4HuNDpS7TY91esKvi47EevfF9n6kS,Mad Lads,Mad Lads #6769,6769,https://madlads.s3.us-west-2.amazonaws.com/images/6769.png,https://howrare.is/madlads/6769,27,8,13.51,Female,9.60,Light,53.41,Pout,0.78,None,68.34,Brown,16.77,Mink Coat,0.04,Red,9.85,Lovelace,0.63,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,27,609,507
J6uATP52vU8BWeo8a4rqeJjFCWKMKmAqp27JtsJ1mMWd,Mad Lads,Mad Lads #216,216,https://madlads.s3.us-west-2.amazonaws.com/images/216.png,https://howrare.is/madlads/216,28,9,22.75,Female,9.60,Light,53.41,Pout,0.78,Wide Brim,0.12,Brown,16.77,Lace Blouse,0.33,Grey,9.33,Medium Red,0.08,None,95.84,None,82.76,None,72.68,None,95.34,Purple,0.35,None,82.22,None,82.22,None,96.86,None,99.91,28,52,50
BUWh6Mc13DtyRY2C293eUwXHdWAkfGu8mGbM3tUGH1Cc,Mad Lads,Mad Lads #8305,8305,https://madlads.s3.us-west-2.amazonaws.com/images/8305.png,https://howrare.is/madlads/8305,29,11,3.00,Female,9.60,Android,9.09,Smile,14.84,None,68.34,Android,9.09,Buster,2.55,Yellow,9.28,Blunt Bangs Black,0.50,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,Buster,0.23,Black,0.05,Backpack,2.55,None,99.91,29,12,10
2eaigCL6mQk7odbeZCQEZ5dfVQvmkKYPqBErvtgTwGbE,Mad Lads,Mad Lads #9354,9354,https://madlads.s3.us-west-2.amazonaws.com/images/9354.png,https://howrare.is/madlads/9354,30,11,3.00,Female,9.60,Dark,27.93,Mad,8.81,None,68.34,Brown,16.77,Buster,2.55,Violet,9.30,Blunt Bangs Black,0.50,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Buster,0.23,Black,0.05,Backpack,2.55,None,99.91,30,13,16
2sFaUDaVs3Szuxsf9QrEy3fF6nD5tmXXbKnyz7xuakoS,Mad Lads,Mad Lads #523,523,https://madlads.s3.us-west-2.amazonaws.com/images/523.png,https://howrare.is/madlads/523,31,11,3.00,Female,9.60,Dark,27.93,Cheeky,0.61,None,68.34,Closed,15.98,Marilyn Dress,0.21,Pink,9.54,Curly,0.15,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,Avenger,1.02,White,2.22,None,96.86,Anchor,0.09,31,18,3
7aCmGCDTqUDUGNu66RbatZPdTGEwA5iVG9XrPWQs5fhn,Mad Lads,Mad Lads #2657,2657,https://madlads.s3.us-west-2.amazonaws.com/images/2657.png,https://howrare.is/madlads/2657,32,8,13.51,Female,9.60,Light,53.41,Serious,19.55,None,68.34,Green,17.48,Mink Coat,0.04,Violet,9.30,Blunt Bangs Black,0.50,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,32,633,1000
HUQUXV3svd9p9nHUZcSRLR5twivEP7NyZPBz32cdLm72,Mad Lads,Mad Lads #3674,3674,https://madlads.s3.us-west-2.amazonaws.com/images/3674.png,https://howrare.is/madlads/3674,33,11,3.00,Female,9.60,Light,53.41,Smile,14.84,Wide Brim,0.12,Blue,17.10,Luxe,0.49,Green,9.78,Medium Red,0.08,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,Firefly,0.59,White,2.22,None,96.86,None,99.91,33,55,15
CMYSrQ3UaU82SFnP7Q8HpbiXjYEAAjVR9XdnAEB1JqE7,Mad Lads,Mad Lads #8203,8203,https://madlads.s3.us-west-2.amazonaws.com/images/8203.png,https://howrare.is/madlads/8203,34,9,22.75,Female,9.60,Light,53.41,Smile,14.84,Wide Brim,0.12,Purple,0.80,Frida Top,0.39,Yellow,9.28,Medium Red,0.08,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,34,58,115
Hc1aGYNCEi7eRKtDJLQL2xzrf91DERUgNUVsCGgdfQG4,Mad Lads,Mad Lads #8115,8115,https://madlads.s3.us-west-2.amazonaws.com/images/8115.png,https://howrare.is/madlads/8115,35,9,22.75,Female,9.60,Light,53.41,Smile,14.84,Wide Brim,0.12,Purple,0.80,Starlet Dress,0.52,Purple,9.67,Medium Red,0.08,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,35,59,128
HLvBC44YxqLoW4dr5w2cpVMMZSBSv5LzYmPfzMAbm2md,Mad Lads,Mad Lads #4428,4428,https://madlads.s3.us-west-2.amazonaws.com/images/4428.png,https://howrare.is/madlads/4428,36,9,22.75,Female,9.60,Light,53.41,Joy,15.37,Wide Brim,0.12,Closed,15.98,Lace Blouse,0.33,Yellow,9.28,Medium Red,0.08,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,36,60,246
3B1bzoVfQWDPtkdMHZzis9NJ13n2WavnHfuk6ZiBPg9k,Mad Lads,Mad Lads #3484,3484,https://madlads.s3.us-west-2.amazonaws.com/images/3484.png,https://howrare.is/madlads/3484,37,9,22.75,Female,9.60,Light,53.41,Serious,19.55,Wide Brim,0.12,Blue,17.10,Rosa Dress,0.50,White,9.43,Medium Red,0.08,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,37,61,305
4hqN9jQC2UB8ZGLxwMBmoA3JvyqMZncqjFqNVqpGH3Wf,Mad Lads,Mad Lads #44,44,https://madlads.s3.us-west-2.amazonaws.com/images/44.png,https://howrare.is/madlads/44,38,9,22.75,Female,9.60,Light,53.41,Joy,15.37,Wide Brim,0.12,Closed,15.98,Milkmaid Dress,0.62,Pink,9.54,Medium Red,0.08,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,38,62,299
FrJ7brUutZQrtyhe8o4R9bH1pdk3XrxkpK41dbjUPcpi,Mad Lads,Mad Lads #3081,3081,https://madlads.s3.us-west-2.amazonaws.com/images/3081.png,https://howrare.is/madlads/3081,39,9,22.75,Female,9.60,Android,9.09,Bubble Gum,0.24,None,68.34,Android,9.09,Noir Dress,0.87,Grey,9.33,Pig Tails,0.89,None,95.84,None,82.76,None,72.68,None,95.34,Bubble Gum,0.24,None,82.22,None,82.22,None,96.86,Anchor,0.09,39,21,29
9fnaftTLochsE1fsh9fQm4efJAUnz6Qfx5hGPbXevRES,Mad Lads,Mad Lads #2290,2290,https://madlads.s3.us-west-2.amazonaws.com/images/2290.png,https://howrare.is/madlads/2290,40,9,22.75,Female,9.60,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Marilyn Dress,0.21,Pink,9.54,Blunt Bangs Black,0.50,None,95.84,None,82.76,None,72.68,None,95.34,Purple,0.35,None,82.22,None,82.22,None,96.86,Anchor,0.09,40,29,162
ESNFuinsGTQcgMKw2BMue1pTwWMKooqmfrGJZevFVji,Mad Lads,Mad Lads #2968,2968,https://madlads.s3.us-west-2.amazonaws.com/images/2968.png,https://howrare.is/madlads/2968,41,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Purple,0.80,Priest,2.20,White,9.43,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Peacemaker,0.06,Brown,13.48,None,96.86,None,99.91,41,27,307
F1KaodcwT6uSgbfcZ8eGdTGDwKvqhera289TPvtranrq,Mad Lads,Mad Lads #6917,6917,https://madlads.s3.us-west-2.amazonaws.com/images/6917.png,https://howrare.is/madlads/6917,42,9,22.75,Female,9.60,Light,53.41,Cheeky,0.61,None,68.34,Closed,15.98,Marilyn Dress,0.21,Purple,9.67,Short Silver,0.77,None,95.84,None,82.76,None,72.68,None,95.34,Tongue,0.61,None,82.22,None,82.22,None,96.86,Anchor,0.09,42,50,88
2UH62SurvrRHTtEAr2aKC42nw4BN87uTTf8289c3zAvz,Mad Lads,Mad Lads #8086,8086,https://madlads.s3.us-west-2.amazonaws.com/images/8086.png,https://howrare.is/madlads/8086,43,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Purple,0.80,Tuxedo,3.07,Red,9.85,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Broomhandle,0.06,Brown,13.48,None,96.86,None,99.91,43,28,339
F5Us8HsZoWLwfvDoGGJWvW2G5JdgyLw87ssrbrFYbhNn,Mad Lads,Mad Lads #8566,8566,https://madlads.s3.us-west-2.amazonaws.com/images/8566.png,https://howrare.is/madlads/8566,44,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Green,17.48,Classic,0.88,Red,9.85,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Tommygun,0.06,Brown,13.48,None,96.86,None,99.91,44,30,469
CuvKdZjYZp5nJ8aszZjrWbsmXNkWXbtzeCjM2HTighiJ,Mad Lads,Mad Lads #7251,7251,https://madlads.s3.us-west-2.amazonaws.com/images/7251.png,https://howrare.is/madlads/7251,45,8,13.51,Female,9.60,Light,53.41,Bubble Gum,0.24,None,68.34,Green,17.48,Green Hoodie,0.11,Green,9.78,Dragon Bangs,0.40,None,95.84,None,82.76,None,72.68,None,95.34,Bubble Gum,0.24,None,82.22,None,82.22,None,96.86,None,99.91,45,104,252
AVjJtzbUDZGqRzRgqxQ83PfzJ8Re35ZUAuXEAHndwvpR,Mad Lads,Mad Lads #1356,1356,https://madlads.s3.us-west-2.amazonaws.com/images/1356.png,https://howrare.is/madlads/1356,46,10,8.83,Male,85.74,Light,53.41,Albert,3.48,None,68.34,Hazel,3.48,Warlock Robe,1.16,Orange,9.44,None,36.51,White,3.48,None,82.76,Solana,1.17,None,95.34,None,90.51,Golden Cigarette,0.06,Yellow,1.95,None,96.86,None,99.91,46,24,133
9UxS7AphzFEBPaP8UX75MSJWu7zCyHJoByHDib3AcC16,Mad Lads,Mad Lads #6088,6088,https://madlads.s3.us-west-2.amazonaws.com/images/6088.png,https://howrare.is/madlads/6088,47,10,8.83,Male,85.74,Light,53.41,Ai,1.91,None,68.34,Ai,1.91,Tuxedo,3.07,Pink,9.54,French Crop,4.27,None,95.84,None,82.76,Solana,1.17,None,95.34,None,90.51,Golden Cigarette,0.06,Yellow,1.95,None,96.86,None,99.91,47,25,169
FdsGZfG3dVx2Lbb2cdhNjoU91AsYBMqoHDhj3MkvCU66,Mad Lads,Mad Lads #764,764,https://madlads.s3.us-west-2.amazonaws.com/images/764.png,https://howrare.is/madlads/764,48,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Blue,17.10,Priest,2.20,White,9.43,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Broomhandle,0.06,Brown,13.48,None,96.86,None,99.91,48,31,563
HhG9AGUQ4ykvnbMtrsBM3e5uSLdG2JHkEFGPMj4UsEBE,Mad Lads,Mad Lads #2077,2077,https://madlads.s3.us-west-2.amazonaws.com/images/2077.png,https://howrare.is/madlads/2077,49,9,22.75,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Purple,0.80,Noir Dress,0.87,Blue,9.70,Bouffant,0.19,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,Anchor,0.09,49,51,157
goPwMuxdBeC8A6mqAGAN5MoRVVFzuy9RNBwiqbgH5sr,Mad Lads,Mad Lads #7854,7854,https://madlads.s3.us-west-2.amazonaws.com/images/7854.png,https://howrare.is/madlads/7854,50,10,8.83,Male,85.74,Light,53.41,Smile,14.84,Beret,3.56,Blue,17.10,Ace,1.69,Purple,9.67,None,36.51,None,95.84,None,82.76,Solana,1.17,None,95.34,None,90.51,Golden Cigarette,0.06,Yellow,1.95,None,96.86,None,99.91,50,26,354
FKkJRFNQqV5XADn8nzxMXeguGWQCtDFpikWP8ZHA1KbJ,Mad Lads,Mad Lads #1073,1073,https://madlads.s3.us-west-2.amazonaws.com/images/1073.png,https://howrare.is/madlads/1073,51,10,8.83,Male,85.74,Dark,27.93,Smile,14.84,None,68.34,Possessed,2.62,Lads Jersey,2.00,Orange,9.44,Brown Beard,1.26,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Golden Cigarette,0.06,Yellow,1.95,None,96.86,None,99.91,51,32,355
4xWvcvArg2BV8ZYVJMuMvAXngzaZii4aWtAbXvsZW5ey,Mad Lads,Mad Lads #8308,8308,https://madlads.s3.us-west-2.amazonaws.com/images/8308.png,https://howrare.is/madlads/8308,52,9,22.75,Male,85.74,Dark,27.93,Joy,15.37,None,68.34,Closed,15.98,Coral Detective,0.59,White,9.43,Kent,4.18,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Peacemaker,0.06,Brown,13.48,None,96.86,None,99.91,52,45,1046
J4bnfgGDkhPaJF4HgLGmoLojZN4QcnCiAdu9Z6vnC4mP,Mad Lads,Mad Lads #6274,6274,https://madlads.s3.us-west-2.amazonaws.com/images/6274.png,https://howrare.is/madlads/6274,53,9,22.75,Male,85.74,Light,53.41,Ai,1.91,None,68.34,Ai,1.91,Fur-trimmed Jacket,2.43,Orange,9.44,Brown Messy,4.54,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Golden Broomhandle,0.06,Brown,13.48,None,96.86,None,99.91,53,40,654
7NweMkTw1bmrZPWEaMxDAkGjU1WLNxdo6vCi1ZkzjzQ3,Mad Lads,Mad Lads #7973,7973,https://madlads.s3.us-west-2.amazonaws.com/images/7973.png,https://howrare.is/madlads/7973,54,10,8.83,Male,85.74,Dark,27.93,Smile,14.84,None,68.34,Brown,16.77,Cavalier,1.54,White,9.43,Punk,4.01,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Golden Cigarette,0.06,Yellow,1.95,None,96.86,None,99.91,54,33,607
FrDwNJJsE2WyEGWddguA1fwRQNoMpfqKdfoh6DSSo9wJ,Mad Lads,Mad Lads #7224,7224,https://madlads.s3.us-west-2.amazonaws.com/images/7224.png,https://howrare.is/madlads/7224,55,8,13.51,Female,9.60,Dark,27.93,Bubble Gum,0.24,None,68.34,Brown,16.77,Lace Blouse,0.33,Grey,9.33,Curly,0.15,None,95.84,None,82.76,None,72.68,None,95.34,Bubble Gum,0.24,None,82.22,None,82.22,None,96.86,None,99.91,55,75,206
