TYPE,DATE,WALLETS,DEX
Signers,2023-07-17T00:00:00.000Z,4,Invariant
Fee Payers,2023-07-17T00:00:00.000Z,3,Lifinity
Signers,2023-07-17T00:00:00.000Z,2438,Raydium
Fee Payers,2023-07-17T00:00:00.000Z,4,Saber
Fee Payers,2023-07-17T00:00:00.000Z,1391,Raydium
Fee Payers,2023-07-17T00:00:00.000Z,1432,Orca
Fee Payers,2023-07-17T00:00:00.000Z,2,Mango Markets
Fee Payers,2023-07-17T00:00:00.000Z,5350,Stepn
Signers,2023-07-17T00:00:00.000Z,20031,Stepn
Signers,2023-07-17T00:00:00.000Z,7807,Jupiter Aggregator
Signers,2023-07-17T00:00:00.000Z,5,Aldrin
Signers,2023-07-17T00:00:00.000Z,4,Saber
Signers,2023-07-17T00:00:00.000Z,15699,Orca
Fee Payers,2023-07-17T00:00:00.000Z,128,Openbook
Signers,2023-07-17T00:00:00.000Z,2,Mango Markets
Signers,2023-07-17T00:00:00.000Z,304,Openbook
Fee Payers,2023-07-17T00:00:00.000Z,2,Mercurial
Fee Payers,2023-07-17T00:00:00.000Z,154,Serum
Signers,2023-07-17T00:00:00.000Z,158,Serum
Fee Payers,2023-07-17T00:00:00.000Z,5,Aldrin
Signers,2023-07-17T00:00:00.000Z,3,Lifinity
Signers,2023-07-17T00:00:00.000Z,5,Mercurial
Fee Payers,2023-07-17T00:00:00.000Z,2,Step Finance
Fee Payers,2022-10-26,8193,Jupiter Aggregator
Signers,2022-10-26,5,Invariant
Fee Payers,2022-10-26,1079,Orca
Fee Payers,2022-10-26,4,Step Finance
Signers,2022-10-26,57356,Stepn
Fee Payers,2022-10-26,29,Mango Markets
Fee Payers,2022-10-26,31,Mercurial
Signers,2022-10-26,46,Saber
Signers,2022-10-26,5859,Raydium
Fee Payers,2022-10-26,1,Crema
Signers,2022-10-26,9,Lifinity
Signers,2022-10-26,1,GooseFX
Fee Payers,2022-10-26,554,Serum
Fee Payers,2022-10-26,7,Lifinity
Signers,2022-10-26,8169,Orca
Fee Payers,2022-10-26,43,Saber
Signers,2022-10-26,8240,Jupiter Aggregator
Fee Payers,2022-10-26,13169,Stepn
Signers,2022-10-26,126,Aldrin
Signers,2022-10-26,1,Cykura
Fee Payers,2022-10-26,1,Cykura
Fee Payers,2022-10-26,5,Invariant
Signers,2022-10-26,50911,Serum
Signers,2022-10-26,76,Mercurial
Fee Payers,2022-10-26,1849,Raydium
Signers,2022-10-26,4,Step Finance
Fee Payers,2022-10-26,67,Aldrin
Signers,2022-10-26,1,Crema
Fee Payers,2022-10-26,1,GooseFX
Signers,2022-10-26,63,Mango Markets
Fee Payers,2022-11-10,1459,Serum
Signers,2022-11-10,84,Saber
Signers,2022-11-10,14074,Orca
Fee Payers,2022-11-10,5,GooseFX
Fee Payers,2022-11-10,16787,Jupiter Aggregator
Fee Payers,2022-11-10,10,Step Finance
Fee Payers,2022-11-10,10,Lifinity
Signers,2022-11-10,5,GooseFX
Signers,2022-11-10,1,Cykura
Signers,2022-11-10,3645,Serum
Fee Payers,2022-11-10,17671,Stepn
Signers,2022-11-10,7,Invariant
Signers,2022-11-10,29,Step Finance
Signers,2022-11-10,16886,Jupiter Aggregator
Signers,2022-11-10,269,Aldrin
Fee Payers,2022-11-10,6,Invariant
Signers,2022-11-10,8146,Raydium
Fee Payers,2022-11-10,125,Aldrin
Signers,2022-11-10,1,Crema
Signers,2022-11-10,80972,Stepn
Fee Payers,2022-11-10,1,Crema
Signers,2022-11-10,185,Mercurial
Fee Payers,2022-11-10,56,Mercurial
Fee Payers,2022-11-10,3231,Raydium
Fee Payers,2022-11-10,70,Mango Markets
Fee Payers,2022-11-10,2079,Orca
Fee Payers,2022-11-10,1,Cykura
Signers,2022-11-10,151,Mango Markets
Fee Payers,2022-11-10,80,Saber
Signers,2022-11-10,10,Lifinity
Fee Payers,2023-04-27,2,Invariant
Signers,2023-04-27,1,GooseFX
Signers,2023-04-27,5,Invariant
Signers,2023-04-27,1228,Openbook
Fee Payers,2023-04-27,1,GooseFX
Signers,2023-04-27,13,Mercurial
Signers,2023-04-27,29,Aldrin
Fee Payers,2023-04-27,7,Mercurial
Fee Payers,2023-04-27,4,Step Finance
Signers,2023-04-27,8536,Raydium
Signers,2023-04-27,63,Serum
Fee Payers,2023-04-27,2494,Orca
Signers,2023-04-27,21115,Stepn
Signers,2023-04-27,5,Step Finance
Fee Payers,2023-04-27,58,Serum
Fee Payers,2023-04-27,5443,Stepn
Fee Payers,2023-04-27,1806,Raydium
Fee Payers,2023-04-27,9,Saber
Signers,2023-04-27,13062,Orca
Fee Payers,2023-04-27,145,Openbook
Fee Payers,2023-04-27,14764,Jupiter Aggregator
Signers,2023-04-27,4,Lifinity
Signers,2023-04-27,14782,Jupiter Aggregator
Fee Payers,2023-04-27,14,Aldrin
Fee Payers,2023-04-27,4,Lifinity
Signers,2023-04-27,9,Saber
Fee Payers,2022-11-22,2,Invariant
Fee Payers,2022-11-22,10570,Stepn
Signers,2022-11-22,1610,Openbook
Signers,2022-11-22,25,Saber
Fee Payers,2022-11-22,918,Orca
Fee Payers,2022-11-22,37,Mercurial
Signers,2022-11-22,2,Invariant
Signers,2022-11-22,8569,Jupiter Aggregator
Fee Payers,2022-11-22,2,GooseFX
Fee Payers,2022-11-22,359,Serum
Fee Payers,2022-11-22,24,Saber
Signers,2022-11-22,2,GooseFX
Fee Payers,2022-11-22,72,Aldrin
Signers,2022-11-22,142,Aldrin
Signers,2022-11-22,10,Lifinity
Fee Payers,2022-11-22,8379,Jupiter Aggregator
Signers,2022-11-22,47137,Stepn
Signers,2022-11-22,107,Mercurial
Fee Payers,2022-11-22,3,Step Finance
Signers,2022-11-22,5925,Orca
Signers,2022-11-22,6,Mango Markets
Fee Payers,2022-11-22,4,Mango Markets
Signers,2022-11-22,7953,Raydium
Signers,2022-11-22,4,Step Finance
Signers,2022-11-22,616,Serum
Fee Payers,2022-11-22,67,Openbook
Fee Payers,2022-11-22,6,Lifinity
Fee Payers,2022-11-22,1335,Raydium
Fee Payers,2023-05-21,1253,Orca
Signers,2023-05-21,124,Serum
Fee Payers,2023-05-21,6,Lifinity
Signers,2023-05-21,6,Lifinity
Signers,2023-05-21,5764,Orca
Fee Payers,2023-05-21,5103,Stepn
Fee Payers,2023-05-21,2067,Raydium
Signers,2023-05-21,921,Openbook
Fee Payers,2023-05-21,3,Step Finance
Signers,2023-05-21,19779,Stepn
Fee Payers,2023-05-21,1,Mango Markets
Fee Payers,2023-05-21,13,Aldrin
Fee Payers,2023-05-21,13313,Jupiter Aggregator
Signers,2023-05-21,13337,Jupiter Aggregator
Signers,2023-05-21,5,Mercurial
Fee Payers,2023-05-21,112,Openbook
Signers,2023-05-21,8,Saber
Fee Payers,2023-05-21,3,GooseFX
Fee Payers,2023-05-21,6,Saber
Signers,2023-05-21,1,Mango Markets
Signers,2023-05-21,6996,Raydium
Signers,2023-05-21,3,Step Finance
Signers,2023-05-21,3,GooseFX
Fee Payers,2023-05-21,3,Mercurial
Signers,2023-05-21,16,Aldrin
Fee Payers,2023-05-21,120,Serum
Signers,2022-12-09,6837,Jupiter Aggregator
Signers,2022-12-09,318,Aldrin
Signers,2022-12-09,39210,Stepn
Signers,2022-12-09,4,Invariant
Fee Payers,2022-12-09,72,Openbook
Signers,2022-12-09,18,Saber
Fee Payers,2022-12-09,6708,Jupiter Aggregator
Signers,2022-12-09,7,Lifinity
Signers,2022-12-09,272,Serum
Signers,2022-12-09,1,Cykura
Fee Payers,2022-12-09,1,GooseFX
Fee Payers,2022-12-09,717,Orca
Fee Payers,2022-12-09,4,Step Finance
Signers,2022-12-09,545,Openbook
Signers,2022-12-09,5,Step Finance
Fee Payers,2022-12-09,58,Aldrin
Fee Payers,2022-12-09,27,Mercurial
Fee Payers,2022-12-09,9142,Stepn
Fee Payers,2022-12-09,2,Mango Markets
Signers,2022-12-09,3,Mango Markets
Fee Payers,2022-12-09,4,Invariant
Fee Payers,2022-12-09,189,Serum
Signers,2022-12-09,3207,Orca
Signers,2022-12-09,81,Mercurial
Fee Payers,2022-12-09,7,Lifinity
Fee Payers,2022-12-09,1,Cykura
Signers,2022-12-09,1,GooseFX
Signers,2022-12-09,2056,Raydium
Fee Payers,2022-12-09,18,Saber
Fee Payers,2022-12-09,940,Raydium
Signers,2023-05-13,2437,Openbook
Signers,2023-05-13,39,Aldrin
Fee Payers,2023-05-13,1,Invariant
Fee Payers,2023-05-13,8,Saber
Fee Payers,2023-05-13,212,Openbook
Fee Payers,2023-05-13,2,Mango Markets
Signers,2023-05-13,12834,Jupiter Aggregator
Fee Payers,2023-05-13,4,Mercurial
Signers,2023-05-13,7,Mercurial
Signers,2023-05-13,4,Step Finance
Signers,2023-05-13,7250,Orca
Fee Payers,2023-05-13,1344,Orca
Signers,2023-05-13,1,Invariant
Fee Payers,2023-05-13,22,Serum
Signers,2023-05-13,21122,Raydium
Fee Payers,2023-05-13,4,Lifinity
Signers,2023-05-13,1,GooseFX
Signers,2023-05-13,28,Serum
Signers,2023-05-13,18827,Stepn
Signers,2023-05-13,4,Mango Markets
Fee Payers,2023-05-13,4769,Stepn
Fee Payers,2023-05-13,22,Aldrin
Fee Payers,2023-05-13,4,Step Finance
Fee Payers,2023-05-13,1,GooseFX
Signers,2023-05-13,8,Saber
Fee Payers,2023-05-13,12810,Jupiter Aggregator
Fee Payers,2023-05-13,3925,Raydium
Signers,2023-05-13,4,Lifinity
Fee Payers,2023-05-16,51,Serum
Fee Payers,2023-05-16,13342,Jupiter Aggregator
Fee Payers,2023-05-16,4,Step Finance
Signers,2023-05-16,15587,Raydium
Fee Payers,2023-05-16,2,Mercurial
Signers,2023-05-16,1827,Openbook
Fee Payers,2023-05-16,219,Openbook
Fee Payers,2023-05-16,1215,Orca
Signers,2023-05-16,65,Serum
Fee Payers,2023-05-16,4,Lifinity
Fee Payers,2023-05-16,4619,Stepn
Signers,2023-05-16,72,Aldrin
Signers,2023-05-16,18076,Stepn
Signers,2023-05-16,4,GooseFX
Fee Payers,2023-05-16,2937,Raydium
Signers,2023-05-16,13367,Jupiter Aggregator
Fee Payers,2023-05-16,4,GooseFX
Fee Payers,2023-05-16,19,Aldrin
Signers,2023-05-16,6503,Orca
Signers,2023-05-16,3,Mercurial
Signers,2023-05-16,7,Saber
Signers,2023-05-16,5,Step Finance
Signers,2023-05-16,4,Lifinity
Fee Payers,2023-05-16,7,Saber
Signers,2023-08-14T00:00:00.000Z,2,Invariant
Fee Payers,2023-08-14T00:00:00.000Z,1,Mango Markets
Fee Payers,2023-08-14T00:00:00.000Z,4,Lifinity
Signers,2023-08-14T00:00:00.000Z,4,Lifinity
Signers,2023-08-14T00:00:00.000Z,1,Mango Markets
Fee Payers,2023-08-14T00:00:00.000Z,6386,Jupiter Aggregator
Signers,2023-08-14T00:00:00.000Z,13757,Stepn
Signers,2023-08-14T00:00:00.000Z,95,Serum
Fee Payers,2023-08-14T00:00:00.000Z,2,Invariant
Signers,2023-08-14T00:00:00.000Z,226,Openbook
Signers,2023-08-14T00:00:00.000Z,6411,Jupiter Aggregator
Fee Payers,2023-08-14T00:00:00.000Z,1193,Orca
Signers,2023-08-14T00:00:00.000Z,8331,Orca
Fee Payers,2023-08-14T00:00:00.000Z,3,Step Finance
Fee Payers,2023-08-14T00:00:00.000Z,1379,Raydium
Signers,2023-08-14T00:00:00.000Z,1976,Raydium
Fee Payers,2023-08-14T00:00:00.000Z,3506,Stepn
Signers,2023-08-14T00:00:00.000Z,10,Saber
Fee Payers,2023-08-14T00:00:00.000Z,1,Aldrin
Fee Payers,2023-08-14T00:00:00.000Z,83,Serum
Fee Payers,2023-08-14T00:00:00.000Z,104,Openbook
Fee Payers,2023-08-14T00:00:00.000Z,9,Saber
Signers,2023-08-14T00:00:00.000Z,4,Step Finance
Signers,2023-08-14T00:00:00.000Z,1,Aldrin
Signers,2023-04-05,6155,Orca
Fee Payers,2023-04-05,5,Lifinity
Fee Payers,2023-04-05,7938,Jupiter Aggregator
Signers,2023-04-05,26,Mercurial
Signers,2023-04-05,3538,Raydium
Fee Payers,2023-04-05,49,Serum
Fee Payers,2023-04-05,4,Step Finance
Fee Payers,2023-04-05,25,Aldrin
Signers,2023-04-05,1100,Openbook
Fee Payers,2023-04-05,8,Mercurial
Signers,2023-04-05,39,Aldrin
Signers,2023-04-05,5,Lifinity
Fee Payers,2023-04-05,5847,Stepn
Fee Payers,2023-04-05,1,GooseFX
Signers,2023-04-05,68,Serum
Signers,2023-04-05,23001,Stepn
Signers,2023-04-05,7956,Jupiter Aggregator
Fee Payers,2023-04-05,1,Mango Markets
Fee Payers,2023-04-05,1366,Raydium
Fee Payers,2023-04-05,849,Orca
Signers,2023-04-05,1,Mango Markets
Signers,2023-04-05,9,Step Finance
Fee Payers,2023-04-05,169,Openbook
Signers,2023-04-05,7,Saber
Fee Payers,2023-04-05,7,Saber
Signers,2023-04-05,1,GooseFX
Fee Payers,2022-09-27,570,Serum
Signers,2022-09-27,10746,Jupiter Aggregator
Fee Payers,2022-09-27,12,GooseFX
Fee Payers,2022-09-27,1523,Orca
Fee Payers,2022-09-27,32,Mercurial
Signers,2022-09-27,40,Saber
Fee Payers,2022-09-27,6,Invariant
Fee Payers,2022-09-27,38,Saber
Fee Payers,2022-09-27,1,Crema
Fee Payers,2022-09-27,86,Aldrin
Signers,2022-09-27,11,Lifinity
Signers,2022-09-27,89,Mercurial
Signers,2022-09-27,12,GooseFX
Signers,2022-09-27,9,Invariant
Signers,2022-09-27,1,Crema
Fee Payers,2022-09-27,6,Step Finance
Fee Payers,2022-09-27,2621,Raydium
Fee Payers,2022-09-27,10720,Jupiter Aggregator
Fee Payers,2022-09-27,586,Mango Markets
Signers,2022-09-27,14042,Raydium
Signers,2022-09-27,1014,Mango Markets
Signers,2022-09-27,105674,Stepn
Signers,2022-09-27,44434,Serum
Signers,2022-09-27,14134,Orca
Signers,2022-09-27,13,Cykura
Fee Payers,2022-09-27,6,Cykura
Signers,2022-09-27,8,Step Finance
Fee Payers,2022-09-27,22983,Stepn
Fee Payers,2022-09-27,8,Lifinity
Signers,2022-09-27,166,Aldrin
Fee Payers,2023-05-15,8,Saber
Fee Payers,2023-05-15,4,Mercurial
Fee Payers,2023-05-15,13875,Jupiter Aggregator
Fee Payers,2023-05-15,22,Aldrin
Signers,2023-05-15,25,Serum
Signers,2023-05-15,40,Aldrin
Fee Payers,2023-05-15,1325,Orca
Fee Payers,2023-05-15,1,GooseFX
Fee Payers,2023-05-15,4,Step Finance
Signers,2023-05-15,8,Saber
Signers,2023-05-15,1,GooseFX
Signers,2023-05-15,1,Cykura
Signers,2023-05-15,5,Lifinity
Signers,2023-05-15,5,Step Finance
Fee Payers,2023-05-15,3,Invariant
Fee Payers,2023-05-15,2,Mango Markets
Signers,2023-05-15,2374,Openbook
Signers,2023-05-15,4,Mango Markets
Signers,2023-05-15,7,Mercurial
Fee Payers,2023-05-15,1,Cykura
Signers,2023-05-15,3,Invariant
Signers,2023-05-15,104854,Raydium
Fee Payers,2023-05-15,5,Lifinity
Fee Payers,2023-05-15,237,Openbook
Fee Payers,2023-05-15,3765,Raydium
Signers,2023-05-15,7950,Orca
Signers,2023-05-15,18253,Stepn
Signers,2023-05-15,13906,Jupiter Aggregator
Fee Payers,2023-05-15,25,Serum
Fee Payers,2023-05-15,4755,Stepn
Signers,2023-03-17,28960,Stepn
Fee Payers,2023-03-17,4,Lifinity
Signers,2023-03-17,4,Step Finance
Fee Payers,2023-03-17,1597,Raydium
Fee Payers,2023-03-17,9150,Jupiter Aggregator
Fee Payers,2023-03-17,3,Step Finance
Signers,2023-03-17,2,GooseFX
Fee Payers,2023-03-17,34,Aldrin
Signers,2023-03-17,9186,Jupiter Aggregator
Signers,2023-03-17,1785,Openbook
Fee Payers,2023-03-17,10,Saber
Signers,2023-03-17,7958,Orca
Signers,2023-03-17,4061,Raydium
Signers,2023-03-17,4,Lifinity
Fee Payers,2023-03-17,175,Openbook
Signers,2023-03-17,19,Mercurial
Fee Payers,2023-03-17,1098,Orca
Signers,2023-03-17,66,Aldrin
Fee Payers,2023-03-17,8,Mercurial
Fee Payers,2023-03-17,7173,Stepn
Fee Payers,2023-03-17,25,Serum
Signers,2023-03-17,26,Serum
Fee Payers,2023-03-17,2,GooseFX
Signers,2023-03-17,11,Saber
Fee Payers,2023-06-26T00:00:00.000Z,6,Aldrin
Signers,2023-06-26T00:00:00.000Z,5611,Orca
Signers,2023-06-26T00:00:00.000Z,11,Saber
Fee Payers,2023-06-26T00:00:00.000Z,3998,Stepn
Signers,2023-06-26T00:00:00.000Z,1,Cykura
Signers,2023-06-26T00:00:00.000Z,6,Aldrin
Fee Payers,2023-06-26T00:00:00.000Z,4,Lifinity
Fee Payers,2023-06-26T00:00:00.000Z,3,Step Finance
Fee Payers,2023-06-26T00:00:00.000Z,28,Serum
Signers,2023-06-26T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-26T00:00:00.000Z,88,Openbook
Signers,2023-06-26T00:00:00.000Z,4,Step Finance
Signers,2023-06-26T00:00:00.000Z,2,Mango Markets
Fee Payers,2023-06-26T00:00:00.000Z,16090,Jupiter Aggregator
Fee Payers,2023-06-26T00:00:00.000Z,1,GooseFX
Signers,2023-06-26T00:00:00.000Z,15491,Stepn
Signers,2023-06-26T00:00:00.000Z,2086,Raydium
Signers,2023-06-26T00:00:00.000Z,149,Openbook
Fee Payers,2023-06-26T00:00:00.000Z,3,Mercurial
Signers,2023-06-26T00:00:00.000Z,6,Mercurial
Fee Payers,2023-06-26T00:00:00.000Z,1103,Raydium
Signers,2023-06-26T00:00:00.000Z,4,Lifinity
Fee Payers,2023-06-26T00:00:00.000Z,1,Cykura
Fee Payers,2023-06-26T00:00:00.000Z,798,Orca
Fee Payers,2023-06-26T00:00:00.000Z,1,Invariant
Fee Payers,2023-06-26T00:00:00.000Z,7,Saber
Signers,2023-06-26T00:00:00.000Z,32,Serum
Signers,2023-06-26T00:00:00.000Z,16107,Jupiter Aggregator
Signers,2023-06-26T00:00:00.000Z,1,Invariant
Fee Payers,2023-06-26T00:00:00.000Z,1,Mango Markets
Fee Payers,2023-01-18,12,Saber
Signers,2023-01-18,1,Crema
Signers,2023-01-18,4,Step Finance
Signers,2023-01-18,12,Lifinity
Fee Payers,2023-01-18,6,Lifinity
Signers,2023-01-18,2188,Openbook
Fee Payers,2023-01-18,1,Mango Markets
Fee Payers,2023-01-18,43,Aldrin
Fee Payers,2023-01-18,17,Mercurial
Signers,2023-01-18,28064,Stepn
Fee Payers,2023-01-18,1779,Orca
Signers,2023-01-18,13,Saber
Signers,2023-01-18,12486,Orca
Fee Payers,2023-01-18,7703,Stepn
Fee Payers,2023-01-18,7865,Raydium
Signers,2023-01-18,2,GooseFX
Fee Payers,2023-01-18,1,Crema
Signers,2023-01-18,1,Invariant
Fee Payers,2023-01-18,1,Invariant
Fee Payers,2023-01-18,489,Openbook
Fee Payers,2023-01-18,2,GooseFX
Fee Payers,2023-01-18,3,Step Finance
Fee Payers,2023-01-18,184,Serum
Signers,2023-01-18,3,Mango Markets
Fee Payers,2023-01-18,22611,Jupiter Aggregator
Signers,2023-01-18,22756,Jupiter Aggregator
Signers,2023-01-18,67,Aldrin
Signers,2023-01-18,125901,Raydium
Signers,2023-01-18,313,Serum
Signers,2023-01-18,50,Mercurial
Fee Payers,2022-09-28,13,GooseFX
Fee Payers,2022-09-28,4,Step Finance
Signers,2022-09-28,2,Cykura
Signers,2022-09-28,910,Mango Markets
Signers,2022-09-28,12665,Orca
Signers,2022-09-28,136,Aldrin
Signers,2022-09-28,81,Mercurial
Signers,2022-09-28,3,Invariant
Signers,2022-09-28,13,GooseFX
Fee Payers,2022-09-28,10009,Jupiter Aggregator
Fee Payers,2022-09-28,1449,Orca
Fee Payers,2022-09-28,7,Lifinity
Signers,2022-09-28,5,Step Finance
Fee Payers,2022-09-28,3,Invariant
Signers,2022-09-28,12575,Raydium
Signers,2022-09-28,10031,Jupiter Aggregator
Signers,2022-09-28,49140,Serum
Fee Payers,2022-09-28,557,Serum
Fee Payers,2022-09-28,33,Mercurial
Fee Payers,2022-09-28,497,Mango Markets
Fee Payers,2022-09-28,24,Saber
Fee Payers,2022-09-28,2408,Raydium
Fee Payers,2022-09-28,85,Aldrin
Fee Payers,2022-09-28,3,Crema
Signers,2022-09-28,4,Crema
Signers,2022-09-28,132778,Stepn
Signers,2022-09-28,26,Saber
Signers,2022-09-28,9,Lifinity
Fee Payers,2022-09-28,27949,Stepn
Fee Payers,2022-09-28,1,Cykura
Fee Payers,2023-08-11T00:00:00.000Z,12,Saber
Signers,2023-08-11T00:00:00.000Z,238,Openbook
Signers,2023-08-11T00:00:00.000Z,123,Serum
Fee Payers,2023-08-11T00:00:00.000Z,6855,Jupiter Aggregator
Signers,2023-08-11T00:00:00.000Z,2,Invariant
Fee Payers,2023-08-11T00:00:00.000Z,1091,Orca
Signers,2023-08-11T00:00:00.000Z,6874,Jupiter Aggregator
Signers,2023-08-11T00:00:00.000Z,1,Step Finance
Fee Payers,2023-08-11T00:00:00.000Z,113,Openbook
Fee Payers,2023-08-11T00:00:00.000Z,3559,Stepn
Fee Payers,2023-08-11T00:00:00.000Z,121,Serum
Signers,2023-08-11T00:00:00.000Z,1824,Raydium
Signers,2023-08-11T00:00:00.000Z,3,Lifinity
Fee Payers,2023-08-11T00:00:00.000Z,1429,Raydium
Signers,2023-08-11T00:00:00.000Z,13,Saber
Fee Payers,2023-08-11T00:00:00.000Z,1,Aldrin
Signers,2023-08-11T00:00:00.000Z,14027,Stepn
Signers,2023-08-11T00:00:00.000Z,1,Aldrin
Fee Payers,2023-08-11T00:00:00.000Z,2,Invariant
Fee Payers,2023-08-11T00:00:00.000Z,3,Lifinity
Fee Payers,2023-08-11T00:00:00.000Z,1,Step Finance
Signers,2023-08-11T00:00:00.000Z,7166,Orca
Fee Payers,2023-05-05,4,Lifinity
Fee Payers,2023-05-05,1,GooseFX
Fee Payers,2023-05-05,8216,Raydium
Signers,2023-05-05,52,Serum
Signers,2023-05-05,9569,Orca
Signers,2023-05-05,19006,Stepn
Fee Payers,2023-05-05,4,Step Finance
Fee Payers,2023-05-05,335,Openbook
Signers,2023-05-05,22479,Jupiter Aggregator
Signers,2023-05-05,2872,Openbook
Fee Payers,2023-05-05,44,Serum
Fee Payers,2023-05-05,22445,Jupiter Aggregator
Fee Payers,2023-05-05,7,Saber
Signers,2023-05-05,4,Step Finance
Signers,2023-05-05,7,Saber
Fee Payers,2023-05-05,1817,Orca
Signers,2023-05-05,85885,Raydium
Signers,2023-05-05,1,GooseFX
Signers,2023-05-05,35,Invariant
Signers,2023-05-05,11,Mercurial
Fee Payers,2023-05-05,5,Mercurial
Fee Payers,2023-05-05,27,Aldrin
Fee Payers,2023-05-05,20,Invariant
Signers,2023-05-05,40,Aldrin
Fee Payers,2023-05-05,4948,Stepn
Signers,2023-05-05,4,Lifinity
Signers,2023-04-25,28,Aldrin
Signers,2023-04-25,6,Lifinity
Fee Payers,2023-04-25,18,Aldrin
Signers,2023-04-25,1150,Openbook
Fee Payers,2023-04-25,1,Cykura
Signers,2023-04-25,86,Serum
Signers,2023-04-25,9,Saber
Signers,2023-04-25,31,Mercurial
Fee Payers,2023-04-25,2187,Orca
Fee Payers,2023-04-25,2,Invariant
Fee Payers,2023-04-25,36,Serum
Fee Payers,2023-04-25,5770,Stepn
Fee Payers,2023-04-25,163,Openbook
Signers,2023-04-25,12164,Orca
Fee Payers,2023-04-25,4,Step Finance
Fee Payers,2023-04-25,8,Saber
Signers,2023-04-25,2887,Raydium
Signers,2023-04-25,1,Cykura
Signers,2023-04-25,5,Step Finance
Signers,2023-04-25,13867,Jupiter Aggregator
Signers,2023-04-25,22531,Stepn
Fee Payers,2023-04-25,1413,Raydium
Signers,2023-04-25,2,GooseFX
Fee Payers,2023-04-25,13855,Jupiter Aggregator
Fee Payers,2023-04-25,6,Lifinity
Fee Payers,2023-04-25,2,GooseFX
Signers,2023-04-25,2,Invariant
Fee Payers,2023-04-25,10,Mercurial
Signers,2023-06-05T00:00:00.000Z,12,Saber
Signers,2023-06-05T00:00:00.000Z,4206,Raydium
Fee Payers,2023-06-05T00:00:00.000Z,5,Mercurial
Signers,2023-06-05T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-05T00:00:00.000Z,23,Serum
Signers,2023-06-05T00:00:00.000Z,2,Mango Markets
Fee Payers,2023-06-05T00:00:00.000Z,1002,Orca
Fee Payers,2023-06-05T00:00:00.000Z,166,Openbook
Signers,2023-06-05T00:00:00.000Z,18613,Stepn
Signers,2023-06-05T00:00:00.000Z,7185,Orca
Fee Payers,2023-06-05T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-05T00:00:00.000Z,3,Step Finance
Fee Payers,2023-06-05T00:00:00.000Z,1,Mango Markets
Signers,2023-06-05T00:00:00.000Z,26,Serum
Fee Payers,2023-06-05T00:00:00.000Z,4926,Stepn
Signers,2023-06-05T00:00:00.000Z,5,Lifinity
Signers,2023-06-05T00:00:00.000Z,2,Invariant
Fee Payers,2023-06-05T00:00:00.000Z,5,Lifinity
Signers,2023-06-05T00:00:00.000Z,10,Mercurial
Fee Payers,2023-06-05T00:00:00.000Z,8,Aldrin
Signers,2023-06-05T00:00:00.000Z,1036,Openbook
Signers,2023-06-05T00:00:00.000Z,3,Step Finance
Fee Payers,2023-06-05T00:00:00.000Z,1,Invariant
Signers,2023-06-05T00:00:00.000Z,8,Aldrin
Fee Payers,2023-06-05T00:00:00.000Z,10,Saber
Fee Payers,2023-06-05T00:00:00.000Z,7871,Jupiter Aggregator
Fee Payers,2023-06-05T00:00:00.000Z,1785,Raydium
Signers,2023-06-05T00:00:00.000Z,7892,Jupiter Aggregator
Fee Payers,2022-09-19,1548,Orca
Signers,2022-09-19,11144,Jupiter Aggregator
Signers,2022-09-19,11,Lifinity
Fee Payers,2022-09-19,4,GooseFX
Signers,2022-09-19,7,Cykura
Fee Payers,2022-09-19,5,Invariant
Signers,2022-09-19,11117,Raydium
Signers,2022-09-19,4,GooseFX
Fee Payers,2022-09-19,11117,Jupiter Aggregator
Fee Payers,2022-09-19,5,Crema
Fee Payers,2022-09-19,6,Step Finance
Signers,2022-09-19,105,Mercurial
Signers,2022-09-19,48,Saber
Signers,2022-09-19,13068,Orca
Signers,2022-09-19,68500,Stepn
Signers,2022-09-19,49760,Serum
Fee Payers,2022-09-19,96,Aldrin
Fee Payers,2022-09-19,665,Serum
Signers,2022-09-19,8,Step Finance
Signers,2022-09-19,5,Invariant
Fee Payers,2022-09-19,15880,Stepn
Signers,2022-09-19,5,Crema
Fee Payers,2022-09-19,4,Cykura
Signers,2022-09-19,170,Aldrin
Fee Payers,2022-09-19,565,Mango Markets
Signers,2022-09-19,1029,Mango Markets
Fee Payers,2022-09-19,2645,Raydium
Fee Payers,2022-09-19,44,Saber
Fee Payers,2022-09-19,8,Lifinity
Fee Payers,2022-09-19,41,Mercurial
Signers,2023-01-15,28,Saber
Fee Payers,2023-01-15,1967,Orca
Signers,2023-01-15,3,Mango Markets
Signers,2023-01-15,1,Invariant
Fee Payers,2023-01-15,20430,Jupiter Aggregator
Signers,2023-01-15,20524,Jupiter Aggregator
Fee Payers,2023-01-15,3,Mango Markets
Fee Payers,2023-01-15,1,Invariant
Fee Payers,2023-01-15,2,Cykura
Signers,2023-01-15,96,Aldrin
Signers,2023-01-15,204,Serum
Fee Payers,2023-01-15,188,Serum
Signers,2023-01-15,119,Mercurial
Signers,2023-01-15,1,GooseFX
Signers,2023-01-15,8,Step Finance
Fee Payers,2023-01-15,30,Mercurial
Fee Payers,2023-01-15,434,Openbook
Fee Payers,2023-01-15,23,Saber
